nm_item,nm_product,metric_value_on_eval_set,metric_type,optimization_goal
PIZZA SEARA MUSSARELA 440G PIZZA SEARA MUS,pizza congelada,0.3604047397150845,accuracy_on_full,minimize
GARRAFA TERMICA MOR 1L USE PRETA,garrafa termica,0.3604047397150845,accuracy_on_full,minimize
BISC ST MICHEL CARAMELO PALMIER100G,biscoito,0.3604047397150845,accuracy_on_full,minimize
COLOMBA BAUDUCCO MOUSSE 650G,panificacao pascoa,0.3604047397150845,accuracy_on_full,minimize
CERV PATAGONIA AMB LAG NAC 350ML,cerveja,0.3604047397150845,accuracy_on_full,minimize
PULVERIZADOR PLASTICO SANREMO RS 350ML,borrifador/pulverizador,0.3604047397150845,accuracy_on_full,minimize
CERVEJA BRAHMA CHOPP LN 355ML,cerveja,0.3604047397150845,accuracy_on_full,minimize
AGUARDENTE YPIOCA 1L GUARANA,cachaca,0.3604047397150845,accuracy_on_full,minimize
REFR COCA COLA BYTER S ACUCAR 310ML,refrigerante,0.3604047397150845,accuracy_on_full,minimize
DEO AER NIVEA MEN 200ML EMB ECON DRY IMPACT,desodorante,0.3604047397150845,accuracy_on_full,minimize
LAVA ROUPAS LIQ BRILHANTE 3L,lava roupas,0.3604047397150845,accuracy_on_full,minimize
ACHOC. NESCAU 3.0               PE 760GR,achocolatado,0.3604047397150845,accuracy_on_full,minimize
"ABS INTIMUS TP L9P8 C/ABA, SECA",absorvente,0.3604047397150845,accuracy_on_full,minimize
SABONETE 1 2 3 BABY 80GR AZUL,sabonete infantil,0.3604047397150845,accuracy_on_full,minimize
REF FRISCO 25G TANGERINA,preparo para suco,0.3604047397150845,accuracy_on_full,minimize
ISOTONICO GATORADE 500ML MARACUJA,isotonico,0.3604047397150845,accuracy_on_full,minimize
ESCOVA DENTAL INF COLGATE 6 ANOS 2UN,escova de dentes,0.3604047397150845,accuracy_on_full,minimize
SALSARETTI C AZEITO 340G,molho de tomate,0.3604047397150845,accuracy_on_full,minimize
BISC RICHESTER GOLD QUEIJO 138g,biscoito,0.3604047397150845,accuracy_on_full,minimize
ESC DENT CARREFOUR ADVANTAGE MACIA 1UN,escova de dentes,0.3604047397150845,accuracy_on_full,minimize
CLUB SODA SCHWEPPES 350ML LT,refrigerante,0.3604047397150845,accuracy_on_full,minimize
BARRA CERE TRIO COCO CHOC 60G,barra alimentar,0.3604047397150845,accuracy_on_full,minimize
AG MINER C/GAS S LOUREN PET 510ML,agua,0.3604047397150845,accuracy_on_full,minimize
DET LIQ NATURAL DOBEL,detergente,0.3604047397150845,accuracy_on_full,minimize
SAB BARRA PROTEX BABY GLICERINA 85G,sabonete infantil,0.3604047397150845,accuracy_on_full,minimize
REFR PO TANG 18G-EV MORANGO,preparo para suco,0.3604047397150845,accuracy_on_full,minimize
LASANHA SADIA PC 600G BOLONHESA,lasanha congelada,0.3604047397150845,accuracy_on_full,minimize
BAURU S/TOMATE FALEIRO 130G,padaria e confeitaria industrializado,0.3604047397150845,accuracy_on_full,minimize
BISCOITO ARROZ INTEGRAL 150G,biscoito,0.3604047397150845,accuracy_on_full,minimize
RAID M BAR GTS 420ML,inseticida,0.3604047397150845,accuracy_on_full,minimize
INSETICIDA AERO BAYGON ULTRA 360ML,inseticida,0.3604047397150845,accuracy_on_full,minimize
PAO FORMA INT PANCO CAST LINHACA 380G,padaria e confeitaria industrializado,0.3604047397150845,accuracy_on_full,minimize
COLOMBA VISCONTI TRUFA 500G,panificacao pascoa,0.3604047397150845,accuracy_on_full,minimize
MISTURA DE CREME DE LEITE NESTLE 24X200G,creme de leite,0.3604047397150845,accuracy_on_full,minimize
BEB LACTEA DANONE KIDS POLPA MOR BJ 510G,bebida lactea,0.3604047397150845,accuracy_on_full,minimize
BERMUDA FITNESS MASCULINA FILA,bermuda,0.3604047397150845,accuracy_on_full,minimize
CERVEJA HEINEKEN LT 350ML,cerveja,0.3604047397150845,accuracy_on_full,minimize
BEBIDA LACTEA TIROL FTA/CEREAIS GF 170GR,bebida lactea,0.3604047397150845,accuracy_on_full,minimize
PAO BAUDUCCO GRAOS CLASS FERM NAT   400G,padaria e confeitaria industrializado,0.3604047397150845,accuracy_on_full,minimize
CERVEJA ESC PETRA LN 355ML,cerveja,0.3604047397150845,accuracy_on_full,minimize
REFR COCA ZERO LT 310ml,refrigerante,0.3604047397150845,accuracy_on_full,minimize
FIO DENTAL ORALB ESSENCIAL 25M,fio dental,0.3604047397150845,accuracy_on_full,minimize
ERVILHA SALSARETTI 170G,ervilha em conserva,0.3604047397150845,accuracy_on_full,minimize
"DV FRESH LIMAO PET 1,5L",suco pronto,0.3604047397150845,accuracy_on_full,minimize
G CL CICLOBENZAPRINA 5MG C/30 COMP EURO,outro farma,0.3604047397150845,accuracy_on_full,minimize
DROPS FREEGELLS PLAY 276G EXT FORTE,bala,0.3604047397150845,accuracy_on_full,minimize
MACA GALA KG SELECIONADA,maca,0.3604047397150845,accuracy_on_full,minimize
AGUA TONICA BRITVIC LOW CALORIE LT 220ML,agua tonica,0.3604047397150845,accuracy_on_full,minimize
INSET AEROGARD AEREO 280ML,inseticida,0.3604047397150845,accuracy_on_full,minimize
SUCO PRAT S 900ML LIMONADA,suco pronto,0.3604047397150845,accuracy_on_full,minimize
RACAO PEDIGREE JUNIOR           PE   1KG,alimento pet,0.3604047397150845,accuracy_on_full,minimize
FNHA LACTEA NTLE 24X 400G,modificadores de leite,0.3604047397150845,accuracy_on_full,minimize
INSET AERO SBP EUCALIPTO 380ML,inseticida,0.3604047397150845,accuracy_on_full,minimize
FRONHA MF ANDREZA MARIO OI20,fronha,0.3604047397150845,accuracy_on_full,minimize
OLEO P/MOV PEROBA 200ML-PET TRAD,lustra moveis,0.3604047397150845,accuracy_on_full,minimize
LEITE FERM ACTIVIA 600G BJ MORANGO,iogurte,0.3604047397150845,accuracy_on_full,minimize
LEITE UHT PIRANCANJUBA ZR LAC 1L,leite,0.3604047397150845,accuracy_on_full,minimize
CREME DENTAL COLGATE MPA 120G,creme dental,0.3604047397150845,accuracy_on_full,minimize
ALLEGRA PEDIATRICO C/60ML SANOFI,outro farma,0.3604047397150845,accuracy_on_full,minimize
NESTON 400G,modificadores de leite,0.3604047397150845,accuracy_on_full,minimize
BATATA PRINGLES QUEIJO           LT 109G,aperitivo,0.3604047397150845,accuracy_on_full,minimize
LINGUICA PERDIGAO CALABRESA ENR.PE 500GR,linguica,0.3604047397150845,accuracy_on_full,minimize
MASSA TAPIOCA TERRINHA 1KG,tapioca,0.3604047397150845,accuracy_on_full,minimize
BEB LAC MILK MIX SERRAMAR FRT VERM SC 1L,bebida lactea,0.3604047397150845,accuracy_on_full,minimize
QA CAFE TM QUALITA TRAD 500 GR,cafe,0.3604047397150845,accuracy_on_full,minimize
LING FGO FINA LAR 1KG,linguica,0.3604047397150845,accuracy_on_full,minimize
ERVILHA E MILHO QUERO LT 170G,milho verde e ervilha em conserva,0.3604047397150845,accuracy_on_full,minimize
MINI PAO FRANCES ESP C/GERGELIM FP,padaria e confeitaria fresca,0.3604047397150845,accuracy_on_full,minimize
DESOD AERO REXONA 90G  DRY IMPACT,desodorante,0.3604047397150845,accuracy_on_full,minimize
BISC RECH BONO CHOC COB CHOC 109G,biscoito,0.3604047397150845,accuracy_on_full,minimize
BISC PANCO WIND 500G,biscoito,0.3604047397150845,accuracy_on_full,minimize
AGUA PERFUMADA MADRA 500ML,aromatizador,0.3604047397150845,accuracy_on_full,minimize
DESOD. NIVEA AERO ORIG.PROTECT  FC  90GR,desodorante,0.3604047397150845,accuracy_on_full,minimize
BALA FRUIT TELLA MORANGO        AV  40GR,bala,0.3604047397150845,accuracy_on_full,minimize
AFIADOR FACA CICLEY,outro utensilio de cozinha,0.3604047397150845,accuracy_on_full,minimize
SALMAO ATLANTICO FRESCO KG,peixe,0.3604047397150845,accuracy_on_full,minimize
AGUA MIN FONT LIFE S/GAS PET 1.5L,agua,0.3604047397150845,accuracy_on_full,minimize
REFR COCA COLA EMB ECONOMICA 3L,refrigerante,0.3604047397150845,accuracy_on_full,minimize
MACARRAO GALO 500G ESPAGUTE INT ESPAGUETE,macarrao,0.3604047397150845,accuracy_on_full,minimize
REQUEIJAO POCOS DE CALDAS CHEDDAR   200G,requeijao,0.3604047397150845,accuracy_on_full,minimize
PATINHO FRIBOI BAND KG,carne bovina,0.3604047397150845,accuracy_on_full,minimize
BOLACHA TIETA 180G AMANTEIGADA,biscoito,0.3604047397150845,accuracy_on_full,minimize
BATATA PALHA KI FRITAS 70GR EXTRA FINA,vegetal em palha,0.3604047397150845,accuracy_on_full,minimize
MOLHO HEMMER DE PIMENTA VD 150ML,molho de pimenta,0.3604047397150845,accuracy_on_full,minimize
CAPS ITALLE HIBISCO,cafe,0.3604047397150845,accuracy_on_full,minimize
ALIM ADES TP 1L ORIGINAL,outra bebida vegetal,0.3604047397150845,accuracy_on_full,minimize
BEB MISTA BEATS CAIPIRINHA LN 269ML,bebida mista,0.3604047397150845,accuracy_on_full,minimize
MARG CS DORIAN500G  500G,margarina,0.3604047397150845,accuracy_on_full,minimize
MINI PAO FRANCES KG,padaria e confeitaria fresca,0.3604047397150845,accuracy_on_full,minimize
FEIJAO RAJADO KICALDO 1kg,feijao,0.3604047397150845,accuracy_on_full,minimize
APONTADOR F.CASTELL C/DEPOSITO PLAST,apontador,0.3604047397150845,accuracy_on_full,minimize
ESPUMANTE CHANDON PASSION 750ML,espumante,0.3604047397150845,accuracy_on_full,minimize
SAB BARRA DOVE LEITE LEITE 90G,sabonete,0.3604047397150845,accuracy_on_full,minimize
PANIF PAO DOCE C/ CREME KG,padaria e confeitaria fresca,0.3604047397150845,accuracy_on_full,minimize
BIFINHO KELDOG BABY . 65G,alimento pet,0.3604047397150845,accuracy_on_full,minimize
MOLHO 3EM1 MIX DUSUL TB 185G,outro molho,0.3604047397150845,accuracy_on_full,minimize
CALDO PO GALINHA KNORR 35G,caldo industrializado,0.3604047397150845,accuracy_on_full,minimize
LIMPADOR CIF DESENG.U.RAPIDO DOYP 450ML,multiuso,0.3604047397150845,accuracy_on_full,minimize
MAC SEMOLA NINHO GALO 500G,macarrao,0.3604047397150845,accuracy_on_full,minimize
CHOC.NESTLE 90G DIPLOMATA,chocolate,0.3604047397150845,accuracy_on_full,minimize
LIMP. MR.MUSCULO COZ.SQ.OFERTA  FC 500ML,multiuso,0.3604047397150845,accuracy_on_full,minimize
SUCO MACA VERDADE NATURAL ONE 900ML,suco pronto,0.3604047397150845,accuracy_on_full,minimize
KETCHUP ARISCO SQUEEZE 370G,ketchup,0.3604047397150845,accuracy_on_full,minimize
MAMAO PAPAYA FRACIONADO KG,mamao,0.3604047397150845,accuracy_on_full,minimize
"DESOD AER REXONA 150ML, ANT INV MEN, .",desodorante,0.3604047397150845,accuracy_on_full,minimize
ESPONJA ORGANICA POR AZUL 1UN,esponja,0.3604047397150845,accuracy_on_full,minimize
BOLO ANA MARIA CENOURA/CHOC 35g,padaria e confeitaria industrializado,0.3604047397150845,accuracy_on_full,minimize
NEURAL 100MG C. 30 CP PSICO CRISTALIA,outro farma,0.3604047397150845,accuracy_on_full,minimize
EB PLAX FRESH MINT 500ML,enxaguante bucal,0.3604047397150845,accuracy_on_full,minimize
BATATA PRINGLES RANCH 158G,aperitivo,0.3604047397150845,accuracy_on_full,minimize
CHA PRETO BARAO 13G,cha por infusao,0.3604047397150845,accuracy_on_full,minimize
ACUCAR MAGRO LIGHT 500G,acucar,0.3604047397150845,accuracy_on_full,minimize
DESOD VEGA AERO ABOVE CLINICAL MEN 150ML,desodorante,0.3604047397150845,accuracy_on_full,minimize
AMAC ROUP CONC COMFORT 900ML SAC BRISA ELEGANTE,amaciante,0.3604047397150845,accuracy_on_full,minimize
DESINF VEJA PINHO 480ML GRATIS 15  DESC,desinfetante,0.3604047397150845,accuracy_on_full,minimize
ATUM RALADO 88 NATURAL 140G,proteina em conserva,0.3604047397150845,accuracy_on_full,minimize
MASCARA CAP SEDA COLAGENO/VIT C 300g,tratamento capilar,0.3604047397150845,accuracy_on_full,minimize
PACOCA ROLHA GUIMARAES 1.008KG,pacoca,0.3604047397150845,accuracy_on_full,minimize
SNACK VEG VITAO 40G PIZZA,aperitivo,0.3604047397150845,accuracy_on_full,minimize
PIPOCA PRONTA EQUILIBRI CHEDDAR 20G,pipoca pronta,0.3604047397150845,accuracy_on_full,minimize
FIO DENTAL POWERDENT LIGHT 50M,fio dental,0.3604047397150845,accuracy_on_full,minimize
BERMUDA MOLETOM HO P1 PTO MMPV21,bermuda,0.3604047397150845,accuracy_on_full,minimize
MIST BOLO D.OETKER 400G CREM MILHO,preparo para bolo,0.3604047397150845,accuracy_on_full,minimize
ADOC.LIQ.Z.CAL SUCR.100ML 50 2UNCJ   2UN,adocante,0.3604047397150845,accuracy_on_full,minimize
PATE CALABR TRADICAO 100g,pate,0.3604047397150845,accuracy_on_full,minimize
CR DENT COLGATE TOT 12 PROF WHITEN 70G,creme dental,0.3604047397150845,accuracy_on_full,minimize
BISC WAFER ZERO LOWCUCAR CHOC AVE 115G,biscoito,0.3604047397150845,accuracy_on_full,minimize
MULT VEJA BIO ALCOOL CINZA 500ML,multiuso,0.3604047397150845,accuracy_on_full,minimize
IOG PED FRUTA NESFIT 150G S/LAC MORAN BAUN,iogurte,0.3604047397150845,accuracy_on_full,minimize
DROPS ICE KISS EXTRA FORTE DSP 12X29G,bala,0.3604047397150845,accuracy_on_full,minimize
FILE PT FGO SEARA BD 1KG,carne de ave,0.3604047397150845,accuracy_on_full,minimize
LIMP TIRA LIMO CIF COM CLORO 500ML,multiuso,0.3604047397150845,accuracy_on_full,minimize
BARRA CERE TRIO MORA CHANTILLY 54G,barra alimentar,0.3604047397150845,accuracy_on_full,minimize
MORT MARBA ITALIANA 180G FAT,mortadela,0.3604047397150845,accuracy_on_full,minimize
LIMP USO DIRETO DESTAC MADEIRA 750ml,multiuso,0.3604047397150845,accuracy_on_full,minimize
TRIGO KIBE PINK 500G-PC,sagu,0.3604047397150845,accuracy_on_full,minimize
ESCAROLA ORG UND,outra verdura,0.3604047397150845,accuracy_on_full,minimize
DIPIMED 500MG GTS 10ML MEDQUIMICA,outro farma,0.3604047397150845,accuracy_on_full,minimize
LIXA MARCO BONI UNHA C/6 6001B,lixa,0.3604047397150845,accuracy_on_full,minimize
DESUMIFICADOR SECAR FLORAL 80G,desumidificador,0.3604047397150845,accuracy_on_full,minimize
SABAO ZAVASKI COCO 200GR    190 PE   5UN,sabao em pedra,0.3604047397150845,accuracy_on_full,minimize
MOLHO SHOYU MINHOTO 150ML 150ML,molho shoyu,0.3604047397150845,accuracy_on_full,minimize
AMACIANTE DOWNY CONC FRESCOR PRIMAV 1L,amaciante,0.3604047397150845,accuracy_on_full,minimize
ARROZ PARB CODIL GOLD 5KG AG L F T1,arroz,0.3604047397150845,accuracy_on_full,minimize
CEREAL BARRA JOY Z.ACUC BAN/DAM/NOZ 50g,barra alimentar,0.3604047397150845,accuracy_on_full,minimize
IOG GREGO ITAMBE TRADICIONAL 500G,iogurte,0.3604047397150845,accuracy_on_full,minimize
CR FACIAL NUTRITIVO NIVEA 100G,produto facial,0.3604047397150845,accuracy_on_full,minimize
ACHOCOLATADO NESCAU ACTIG-GO  PCT 1.02KG,achocolatado,0.3604047397150845,accuracy_on_full,minimize
CERV IMPERIO PMALTE 350ML,cerveja,0.3604047397150845,accuracy_on_full,minimize
CAIXA TERMICA MOR VERMELHA 26L,caixa termica,0.3604047397150845,accuracy_on_full,minimize
ATUM PORT RAMIREZ SOLID/AZEITE 120G,proteina em conserva,0.3604047397150845,accuracy_on_full,minimize
LAV EUX LAC12 220V BRANCO 220V,maquina de lavar,0.3604047397150845,accuracy_on_full,minimize
PAO HAMB WICKBOLD MAXI BURGER TRAD 320G,padaria e confeitaria industrializado,0.3604047397150845,accuracy_on_full,minimize
IOG LIQ ITAMBE 170G MAMAO C/LAR,iogurte,0.3604047397150845,accuracy_on_full,minimize
BEB ENERG MONSTER ULTRA VIOLET LT 473ml,energetico,0.3604047397150845,accuracy_on_full,minimize
REFRIG 350ML SUKITA LARANJA LT,refrigerante,0.3604047397150845,accuracy_on_full,minimize
CERV DEBRON CRAF  275ML,cerveja,0.3604047397150845,accuracy_on_full,minimize
BISC CO CHO PIRAQUE80G,biscoito,0.3604047397150845,accuracy_on_full,minimize
CHA LIFE MIX LAR.GENG/CRANB 6X290ML,cha pronto,0.3604047397150845,accuracy_on_full,minimize
BEB SPUNCH GF 660ML LIGA DA JUSTICA,sidra,0.3604047397150845,accuracy_on_full,minimize
COXINHA ASA MACEDO IQF           PCT 1KG,carne de ave,0.3604047397150845,accuracy_on_full,minimize
CANECA DISNEY 300ML FRIENDS,caneca,0.3604047397150845,accuracy_on_full,minimize
BISC FLAMB DOCE MAIZENA 300G,biscoito,0.3604047397150845,accuracy_on_full,minimize
SASHIMI SALMAO SN KG-BJ,peixe,0.3604047397150845,accuracy_on_full,minimize
MAS CAS N3 MOSMANN 500G,macarrao,0.3604047397150845,accuracy_on_full,minimize
AGUA SAN BRILUX 1L,agua sanitaria,0.3604047397150845,accuracy_on_full,minimize
LAVA ROUP PO BRILHANTE DELIC TOTAL 800G,lava roupas,0.3604047397150845,accuracy_on_full,minimize
BACON SEARA TABLETE KG,carne suina,0.3604047397150845,accuracy_on_full,minimize
BEB LACT FERM PENSE ZERO 170G MAMAO,bebida lactea,0.3604047397150845,accuracy_on_full,minimize
CUBOS MUSCULO SWIFT 400G,carne bovina,0.3604047397150845,accuracy_on_full,minimize
CIGARRO ROTHMANS BLUE BOX LEPP C/1,cigarro,0.3604047397150845,accuracy_on_full,minimize
ALMONDEGA PAMPEANO BOVINO 420g,proteina em conserva,0.3604047397150845,accuracy_on_full,minimize
FILTRO PAPEL MELITTA CLASSICA 100,coador,0.3604047397150845,accuracy_on_full,minimize
VELA N0 RS KIREY,vela,0.3604047397150845,accuracy_on_full,minimize
SALG FANDANGOS 45G  PRESUNTO,aperitivo,0.3604047397150845,accuracy_on_full,minimize
FAR LACT NESTLE ORIGINAL LT 360G,cereal infantil ou farinha lactea,0.3604047397150845,accuracy_on_full,minimize
RABANETE SEMPRE VERDE UND,rabanete,0.3604047397150845,accuracy_on_full,minimize
SORV JUNDIA SABOR FAZEND COCO PT 1 5L,sorvete,0.3604047397150845,accuracy_on_full,minimize
SALG STIKSY                     PCT 130G,aperitivo,0.3604047397150845,accuracy_on_full,minimize
DESOD ROLL ON GIOVANNA BABY 50 2UN  BLUE,desodorante,0.3604047397150845,accuracy_on_full,minimize
"AVEIA KININO 170G, FLOCOS, .",aveia e seus derivados,0.3604047397150845,accuracy_on_full,minimize
CHOC MILKA 100G OREO,chocolate,0.3604047397150845,accuracy_on_full,minimize
"DOLCE GUSTO 194,4G C 16 CAP.LAT. MACCHIATO",cafe,0.3604047397150845,accuracy_on_full,minimize
IOG MIX MORG COLORBALL VIGOR 165G,iogurte,0.3604047397150845,accuracy_on_full,minimize
FEIJAO CARIOCA TP 1 EXTR DONA COTA 1kg PPP,feijao,0.3604047397150845,accuracy_on_full,minimize
PRATO FUNDO OXFORD BLOOM 22CM,prato,0.3604047397150845,accuracy_on_full,minimize
