nm_item,nm_product,metric_value_on_eval_set,metric_type,optimization_goal
COPO KREA VIDRO AVULSO 360ML,copo,0.38764478764478766,accuracy_on_full,maximize
LING CALABRESA DEF PERDIGAO kg,linguica,0.38764478764478766,accuracy_on_full,maximize
ABS SEMPRE LIVRE ADAPT SV C/16 LV PG-,absorvente,0.38764478764478766,accuracy_on_full,maximize
CHOC BARRA LACTA 80G AO LEITE,chocolate,0.38764478764478766,accuracy_on_full,maximize
SOPA VONO 17G CREMOSA CALDO VDE,preparo para sopa,0.38764478764478766,accuracy_on_full,maximize
SALG YOKITOS CEBOLA 54G,aperitivo,0.38764478764478766,accuracy_on_full,maximize
CR DENTAL PREVENT ANTI PLACA 90G,creme dental,0.38764478764478766,accuracy_on_full,maximize
"PIPOCA CALDO BOM MICR 100G, MANTEIGA, .",pipoca para microondas,0.38764478764478766,accuracy_on_full,maximize
CHA PRENDA MISTO MORANGO        CX  20GR,cha por infusao,0.38764478764478766,accuracy_on_full,maximize
GIN LEMON TORQUAY 275ML,gin,0.38764478764478766,accuracy_on_full,maximize
LABIRIN 8 MG C/30 COMPRIMIDOS APSEN,outro farma,0.38764478764478766,accuracy_on_full,maximize
GRANULAD COLORIDO CROCANTE70G,cobertura pronta,0.38764478764478766,accuracy_on_full,maximize
CAFE PO NOVA SUISSA 500G-PC EX-FORTE,cafe,0.38764478764478766,accuracy_on_full,maximize
CEREAL SUC ORIGINAL KELLOGG 110G,cereal matinal,0.38764478764478766,accuracy_on_full,maximize
BATATA PALHA CRAC TRAD 100G,vegetal em palha,0.38764478764478766,accuracy_on_full,maximize
C D COLGATE NATURAL EXT 90G DEF REFORCA,creme dental,0.38764478764478766,accuracy_on_full,maximize
CR D SORRISO KIDS MELANCIA 50G,creme dental,0.38764478764478766,accuracy_on_full,maximize
PETIT SUISSE BATAVINHO MORANGO BJ 320G,iogurte,0.38764478764478766,accuracy_on_full,maximize
MACA TURMA DA MONICA 1KG,maca,0.38764478764478766,accuracy_on_full,maximize
TONICA SCHWEPPES LT 350ml,agua tonica,0.38764478764478766,accuracy_on_full,maximize
SOBRECOXA FGO CONG SEARA ZIP 1KG,carne de ave,0.38764478764478766,accuracy_on_full,maximize
BISC RECH VIT TRELOSO PC 37 BAUNILHA,biscoito,0.38764478764478766,accuracy_on_full,maximize
DESOD AER GARNIER BIO PROTEC 5 FEM 150ML,desodorante,0.38764478764478766,accuracy_on_full,maximize
"CALDO PO SAZON 32,5G-CX BACON",caldo industrializado,0.38764478764478766,accuracy_on_full,maximize
TOALHA UMED HUGGIES CLASSIC C48 L4P3,lenco umedecido,0.38764478764478766,accuracy_on_full,maximize
"BATATA CONG CRINK BEM BRASIL 1,05KG",batata congelada,0.38764478764478766,accuracy_on_full,maximize
PAP HIG F.D NEVE 30M C/4 NEUT,papel higienico,0.38764478764478766,accuracy_on_full,maximize
MISTURA LEITE COND MOCA CX 395G,leite condensado,0.38764478764478766,accuracy_on_full,maximize
BISC FORTALEZA MARIA CHOC 400G,biscoito,0.38764478764478766,accuracy_on_full,maximize
"PAO FORMA PANCO 380G 100 INT, CAST BRAS",padaria e confeitaria industrializado,0.38764478764478766,accuracy_on_full,maximize
AMAC.ROUP.CONC.DOWNY 450ML LIBERDADE,amaciante,0.38764478764478766,accuracy_on_full,maximize
ESPONJA BANHO PONJITA ANATOMICA,esponja de banho,0.38764478764478766,accuracy_on_full,maximize
BISC MARILAN TEENS 80G CHOC,biscoito,0.38764478764478766,accuracy_on_full,maximize
VITA E 400MG C/30 CAPSULAS ACHE,outro farma,0.38764478764478766,accuracy_on_full,maximize
ALFACE MIMOSA MENDONCA UN,alface,0.38764478764478766,accuracy_on_full,maximize
BISCOITO CHOCOLATE VIEIRA PRINCESA 200G,biscoito,0.38764478764478766,accuracy_on_full,maximize
COOKIE INTDIET DAMAS  150G,biscoito,0.38764478764478766,accuracy_on_full,maximize
IOG BULGARO VIGOR VIV 130G BLUEB BAUN,iogurte,0.38764478764478766,accuracy_on_full,maximize
"CR DENT SORRISO 180G, DENTES BC, .",creme dental,0.38764478764478766,accuracy_on_full,maximize
SAB LIQ LUX MAOS FLOR CAJUEIR 300ML,sabonete,0.38764478764478766,accuracy_on_full,maximize
LINGUICA PERNIL GRANEL MF KG,linguica,0.38764478764478766,accuracy_on_full,maximize
ALIM CAES ADULTOS 12 CARNE PEDIGREE 900G,alimento pet,0.38764478764478766,accuracy_on_full,maximize
FJAO PTO SAKURA T1 1KG,feijao,0.38764478764478766,accuracy_on_full,maximize
FRALDINHA PECA VACUO BOV RESERV KG,carne bovina,0.38764478764478766,accuracy_on_full,maximize
VH TTO QUINTA MORGADO 750ML SECO BRA,vinho importado,0.38764478764478766,accuracy_on_full,maximize
QJ MUCARELA NILZA KG PED,queijo,0.38764478764478766,accuracy_on_full,maximize
FEIJAO PRETO T1 C BELO 1KG,feijao,0.38764478764478766,accuracy_on_full,maximize
MAIONESE HELLMANNS VERDE SQUEEZE 335G,maionese,0.38764478764478766,accuracy_on_full,maximize
ESC DENT KESS PRO EXTRA MACIA C/2,escova de dentes,0.38764478764478766,accuracy_on_full,maximize
NEULEPTIL 4  GOTAS  ADU C/20ML PSICO SAN,outro farma,0.38764478764478766,accuracy_on_full,maximize
PAO FORMA DO FORNO INT WICKBOLD 500G,padaria e confeitaria industrializado,0.38764478764478766,accuracy_on_full,maximize
"BATATA YOKI 45G, ONDULADA CEB/SALS, .",aperitivo,0.38764478764478766,accuracy_on_full,maximize
OVO BRANCO GRANDE HAPPY EGGS C 10,ovo,0.38764478764478766,accuracy_on_full,maximize
LEITE UHT PIRACANJUBA DESN FIB C/TAMP 1l,leite,0.38764478764478766,accuracy_on_full,maximize
"SUCO MEMBERS MARK UVA 1,5L",suco pronto,0.38764478764478766,accuracy_on_full,maximize
BISC RECH BAUDUCCO MORANGO 140G,biscoito,0.38764478764478766,accuracy_on_full,maximize
BOLO DE CHOCOLATE PANCO 300G,padaria e confeitaria industrializado,0.38764478764478766,accuracy_on_full,maximize
TEMPERO SAZON 60GR SALADA,tempero pronto,0.38764478764478766,accuracy_on_full,maximize
PEIXE PIRAMUTABA KG POSTA CONG,peixe,0.38764478764478766,accuracy_on_full,maximize
MOLHO TOM FUGINI 340G SC ORG TRAD,molho de tomate,0.38764478764478766,accuracy_on_full,maximize
