nm_item,nm_product,metric_value_on_eval_set,metric_type,optimization_goal
CHOC.GAROTO 90G AO LEITE ALO DOCURA,chocolate,0.0710555284692824,f1_macro_on_full,maximize
OXOTRON 60 MG C. 15 COMPRIMIDOS ACHE,outro farma,0.0710555284692824,f1_macro_on_full,maximize
NECTAR MAGUARY LIFE TANGERINA 1L,suco pronto,0.0710555284692824,f1_macro_on_full,maximize
BOURSIN CEBOLINHA 130G,queijo,0.0710555284692824,f1_macro_on_full,maximize
MORTADELA PERDIGAO DEF OURO PC KG,mortadela,0.0710555284692824,f1_macro_on_full,maximize
PUDIM DR OETKER 50GR CHOCOLATE,preparo para pudim,0.0710555284692824,f1_macro_on_full,maximize
PANETONE DA CASA 80G,panificacao natal,0.0710555284692824,f1_macro_on_full,maximize
BALA CHICLE BOLETE TUTI FRUTI 150 G,bala,0.0710555284692824,f1_macro_on_full,maximize
AMENDOIM JAPONES KG,amendoim,0.0710555284692824,f1_macro_on_full,maximize
AVEIA FLOCOS QUAKER FINO 450g,aveia e seus derivados,0.0710555284692824,f1_macro_on_full,maximize
PNEU DURABLE 195/60 R15,automotivo,0.0710555284692824,f1_macro_on_full,maximize
COSTELA TRASEIRO FATIADA CONG SWIFT KG,inativo,0.0710555284692824,f1_macro_on_full,maximize
PAO ALHO DEL PATRON TRAD 300G,padaria e confeitaria industrializado,0.0710555284692824,f1_macro_on_full,maximize
CERV BRAHMA MALZBIER LN 355ML,cerveja,0.0710555284692824,f1_macro_on_full,maximize
BISC BAUDUCCO BANANA C/CANELA 375g,biscoito,0.0710555284692824,f1_macro_on_full,maximize
PSSTA VIDRO SACCIALI  530G,molho de tomate,0.0710555284692824,f1_macro_on_full,maximize
CREME DENT COLGATE LIMI WH CAR/ATIV 70g,creme dental,0.0710555284692824,f1_macro_on_full,maximize
SUCO CONC MAGUARY MARACUJA 500ML,suco pronto,0.0710555284692824,f1_macro_on_full,maximize
"CHA LEAO ICE TEA PET 450ml, PESSEGO",cha pronto,0.0710555284692824,f1_macro_on_full,maximize
SOBR BATAVO CALDA DOCE DE LEITE 180G,iogurte,0.0710555284692824,f1_macro_on_full,maximize
BARRA PROT.HARTS MOVE CACAU      AV 40GR,barra alimentar,0.0710555284692824,f1_macro_on_full,maximize
LIMP VIDRO VEJA VIDREX CRISTAL RF 500ML,limpa vidros,0.0710555284692824,f1_macro_on_full,maximize
KI KI KIBE PLANTA FAZENDA FUTURO 240G,carne vegetal,0.0710555284692824,f1_macro_on_full,maximize
REFR SPRITE FRESH LIMAO PET 510ML,refrigerante,0.0710555284692824,f1_macro_on_full,maximize
AP DEPIL GILLETTE VENUS SIMPLY 3 C/1UN,aparelho de barbear e depilatorio,0.0710555284692824,f1_macro_on_full,maximize
CAFE SOLU STARBUCKS VANILL LATTE PREM SA,cafe,0.0710555284692824,f1_macro_on_full,maximize
BOLO  FLORESTA NEGRA EXTRA FP,padaria e confeitaria fresca,0.0710555284692824,f1_macro_on_full,maximize
PEDRA DESODOR LAVAND LILAS 1UN,pedra sanitaria,0.0710555284692824,f1_macro_on_full,maximize
BISC AMANT EDWIGES MINI COLLECT LT 150G,biscoito,0.0710555284692824,f1_macro_on_full,maximize
CB COSTELA BOVINA FAT CONG KG PAS,carne bovina,0.0710555284692824,f1_macro_on_full,maximize
TEMPERO EM PO SINHA 50GR ARROZ EM PO,tempero pronto,0.0710555284692824,f1_macro_on_full,maximize
AGRIAO HIDROP BABY TODO VDE UN,agriao,0.0710555284692824,f1_macro_on_full,maximize
SABAO BARRA YPE 180G FRESH,sabonete,0.0710555284692824,f1_macro_on_full,maximize
5 ESC DENT COLG COLORS,escova de dentes,0.0710555284692824,f1_macro_on_full,maximize
REFR GUARANA ACAI VIEIRA ROSSI 2L,suco pronto,0.0710555284692824,f1_macro_on_full,maximize
GELO LIDER ESCAMA 4kg,gelo,0.0710555284692824,f1_macro_on_full,maximize
"SH SEDA COND 325ML PRECO ESP, LISO PERF",shampoo,0.0710555284692824,f1_macro_on_full,maximize
AMAC CONC COMFORT EXPLO FLORAL 900ML,amaciante,0.0710555284692824,f1_macro_on_full,maximize
ARROZ PARBOILIZADO VALORE POLIDO LF TP1 5kg,arroz,0.0710555284692824,f1_macro_on_full,maximize
CEREAL MAT BIOSOFT GRAN C/FRUTA 300,cereal matinal,0.0710555284692824,f1_macro_on_full,maximize
CLAVULIN 500MG C/21 COMPRIMIDOS GSK,outro farma,0.0710555284692824,f1_macro_on_full,maximize
MASSA SEM ESTRELA LASANHA PC 500G,massa de lasanha,0.0710555284692824,f1_macro_on_full,maximize
PEDRA SANIT PATO LAVANDA 25G 25 DES,pedra sanitaria,0.0710555284692824,f1_macro_on_full,maximize
ABS INTIMUS INTERNO C/8 SUPER,absorvente,0.0710555284692824,f1_macro_on_full,maximize
MASSA ARROZ ESPAGUETE URBANO 500G,macarrao,0.0710555284692824,f1_macro_on_full,maximize
PANO PIA COPALIMPA SORTIDO 68X28,pano para limpeza,0.0710555284692824,f1_macro_on_full,maximize
PANO FURATTO PP C/5  AZUL,pano para limpeza,0.0710555284692824,f1_macro_on_full,maximize
QA AVEIA FLOCOS REGUL QUALITA 200G,aveia e seus derivados,0.0710555284692824,f1_macro_on_full,maximize
CH CLASSICA BG 37 BEGE/O 37/38,chinelo,0.0710555284692824,f1_macro_on_full,maximize
SAB LIQ TACTO ALGODAO 1L,sabonete liquido,0.0710555284692824,f1_macro_on_full,maximize
SOBREMESA FRIMESA CHOCOLATE     CJ  200G,iogurte,0.0710555284692824,f1_macro_on_full,maximize
CEBOLITOS  60G,aperitivo,0.0710555284692824,f1_macro_on_full,maximize
FIO DENTAL COLGATE 50M UN MENTA,fio dental,0.0710555284692824,f1_macro_on_full,maximize
SAB ALBANY 85G  BRANCO,sabonete,0.0710555284692824,f1_macro_on_full,maximize
POLPA BRASFRUT ACAI 100G,polpa de fruta congelada,0.0710555284692824,f1_macro_on_full,maximize
MOLHO TOMATE TRAD ETTI 300G,molho de tomate,0.0710555284692824,f1_macro_on_full,maximize
PH LA V BLANC FD 30M C4 4UN,papel higienico,0.0710555284692824,f1_macro_on_full,maximize
CAPSULA 3CORACOES -CX 10UN ESPRES ATENTO,cafe,0.0710555284692824,f1_macro_on_full,maximize
VH CHI TTO DIABLO DEVILS COL 750ML,vinho importado,0.0710555284692824,f1_macro_on_full,maximize
SUCO NECTAR DEL VALLE UVA LT 290ML,suco pronto,0.0710555284692824,f1_macro_on_full,maximize
FARINHA TRIGO C/FERM DONA BENTA 1KG,farinha de trigo,0.0710555284692824,f1_macro_on_full,maximize
PATE SADIA BISNAGA 100G FGO,pate,0.0710555284692824,f1_macro_on_full,maximize
BISC RECH FUTURINHOS PC 40G MORANGO,biscoito,0.0710555284692824,f1_macro_on_full,maximize
SH PALMOLIVE CERAMIDAS FORCE 6X350ML,shampoo,0.0710555284692824,f1_macro_on_full,maximize
"DESOD NIVEA AER 200ml EMB EC, DR IMP MEN",desodorante,0.0710555284692824,f1_macro_on_full,maximize
BEB GASEIF ST PIERRE 270ML LT RED MINT,agua tonica,0.0710555284692824,f1_macro_on_full,maximize
FILE MIGNON SUINO SEARA (CUBOS)RESF(P)KG,carne suina,0.0710555284692824,f1_macro_on_full,maximize
"PANET MUFFATO SCH 400G, GOTAS CHOC, .",panificacao natal,0.0710555284692824,f1_macro_on_full,maximize
AGUA DE COCO INT CAMPO LARGO 900ML,agua de coco,0.0710555284692824,f1_macro_on_full,maximize
MOLHO TOMATE TAMBAU POUCH 340G,molho de tomate,0.0710555284692824,f1_macro_on_full,maximize
CERV BUDWEISER C/15 LT 410ML,cerveja,0.0710555284692824,f1_macro_on_full,maximize
CONF TIC TAC MENTA 49G,bala,0.0710555284692824,f1_macro_on_full,maximize
BOLINHO ISABELA TOONS BAUNI C/CHOCO  40G,padaria e confeitaria industrializado,0.0710555284692824,f1_macro_on_full,maximize
REF DR PEPPER COLA 330ML,refrigerante,0.0710555284692824,f1_macro_on_full,maximize
LENCOS KLEENEX DE PAPEL BOLSO LV4 PG3 UN,lenco de papel,0.0710555284692824,f1_macro_on_full,maximize
PAO SOVADO PANCO 500G,padaria e confeitaria industrializado,0.0710555284692824,f1_macro_on_full,maximize
IOG GREGO BATAVO 100G MEL,iogurte,0.0710555284692824,f1_macro_on_full,maximize
AVEIA  APTI FLOCOS FINOS 200,aveia e seus derivados,0.0710555284692824,f1_macro_on_full,maximize
"ALCOOL ZULU C/BICARBONATO 1l, TRAD",alcool,0.0710555284692824,f1_macro_on_full,maximize
AGUA MINERAL POUSO ALTO S/GAS GF 5L,agua,0.0710555284692824,f1_macro_on_full,maximize
PN205/55R16 GOODYEAR PRETO R16,automotivo,0.0710555284692824,f1_macro_on_full,maximize
PANO M USO ESFREBOM AZUL,pano para limpeza,0.0710555284692824,f1_macro_on_full,maximize
AGUA DE COCO BONAFONT 1L,agua de coco,0.0710555284692824,f1_macro_on_full,maximize
FARINHA MAND CLARAVAL 500G FINA,farinha de mandioca,0.0710555284692824,f1_macro_on_full,maximize
AMENDOIM CROC YOKI 500G LEV SALG,amendoim,0.0710555284692824,f1_macro_on_full,maximize
TORRADA MARILAN MAG.TOAST INT 110g,torrada,0.0710555284692824,f1_macro_on_full,maximize
TM UTILE FRESH 2L VERDE 2L,outro produto de limpeza domestica,0.0710555284692824,f1_macro_on_full,maximize
SABAO YPE 5X180G FRESH,sabao em pedra,0.0710555284692824,f1_macro_on_full,maximize
BICARBONATO DE SODIO DA COZINHA 450GR,bicarbonato de sodio,0.0710555284692824,f1_macro_on_full,maximize
CHOC TAB HERSHEYS PC 77G COOKIES,chocolate,0.0710555284692824,f1_macro_on_full,maximize
BISC RICHESTER AMORI RECH LIM/CH BCO 125,biscoito,0.0710555284692824,f1_macro_on_full,maximize
SACO LIXO DOVER UTILIX ROLO 100L C/25,saco de lixo,0.0710555284692824,f1_macro_on_full,maximize
ESPUMANTE SALTON BCO BRUT 750ML,espumante,0.0710555284692824,f1_macro_on_full,maximize
QJ TIPO BRIE QUATA KG,queijo,0.0710555284692824,f1_macro_on_full,maximize
MOLHO DE ALHO SADIO TB 150ML,outro molho,0.0710555284692824,f1_macro_on_full,maximize
CUP NOODLES NISSIN LEGUMES C/AZEITE 67G,macarrao,0.0710555284692824,f1_macro_on_full,maximize
AGRIAO ROXO UNID,agriao,0.0710555284692824,f1_macro_on_full,maximize
BATATA SC 10 KG,batata,0.0710555284692824,f1_macro_on_full,maximize
GELATINA ROYAL MORANGO 25G,gelatina,0.0710555284692824,f1_macro_on_full,maximize
"SABONETE DAVENE VEG 150g, LA FLOR VANILA",sabonete,0.0710555284692824,f1_macro_on_full,maximize
CANELA CASCA ANGELICA 10G,canela,0.0710555284692824,f1_macro_on_full,maximize
BISNAGUINHA TURMA MONICA TRAD 300GR,padaria e confeitaria fresca,0.0710555284692824,f1_macro_on_full,maximize
AMENDOIM CROC MOLHO PIM YOKI 150G,amendoim,0.0710555284692824,f1_macro_on_full,maximize
QUEIJO RALADO IPANEMA 40G,queijo,0.0710555284692824,f1_macro_on_full,maximize
VALDA PASTILHA FRIENDS CAFE 25G,bala,0.0710555284692824,f1_macro_on_full,maximize
LIMP PERFUMADO AMB CON LAVANDA ALPES,multiuso,0.0710555284692824,f1_macro_on_full,maximize
MAC INST NISSIN LAMEN 85G BACON,macarrao,0.0710555284692824,f1_macro_on_full,maximize
DESINF VEJA LAVANDA 1L,desinfetante,0.0710555284692824,f1_macro_on_full,maximize
SALGAD CHEETOS TUBO CHEDDAR 39G,aperitivo,0.0710555284692824,f1_macro_on_full,maximize
GELAT LOWCUCAR 10G ZERO AMORA,gelatina,0.0710555284692824,f1_macro_on_full,maximize
APRACUR C 6 CPR HYPERA,outro farma,0.0710555284692824,f1_macro_on_full,maximize
REF ABACAXI 2 LTS AMAREL 2L,refrigerante,0.0710555284692824,f1_macro_on_full,maximize
FITA MICROPOR 5CMX4.5M CREMER,esparadrapo,0.0710555284692824,f1_macro_on_full,maximize
LEITE L VIDA INT GRF SHEFA 1L,leite,0.0710555284692824,f1_macro_on_full,maximize
PIZZA SADIA 460G 4 QUEIJOS,pizza congelada,0.0710555284692824,f1_macro_on_full,maximize
KIT 2 CALCINHAS ALTA ALGODAO G LOBA,calcinha,0.0710555284692824,f1_macro_on_full,maximize
FGO SOBCOX SADIA ZIP CON 1KG,carne de ave,0.0710555284692824,f1_macro_on_full,maximize
IOG LIQ NINHO FRUTI MOR 250G,iogurte,0.0710555284692824,f1_macro_on_full,maximize
ROTULOS SUCO DE LARANJA 900ML   AV   1UN,insumo,0.0710555284692824,f1_macro_on_full,maximize
ACUCAR CERRO VERDE CRISTAL PCT 5KG,acucar,0.0710555284692824,f1_macro_on_full,maximize
IOG LIQ MORANGO S LACTOSE MOLICO 170G,iogurte,0.0710555284692824,f1_macro_on_full,maximize
AGUA DE COCO C/POLPA TIAL 1LT,agua de coco,0.0710555284692824,f1_macro_on_full,maximize
"SH CLEAR 400ML, ICE COOL MENTHOL, .",shampoo,0.0710555284692824,f1_macro_on_full,maximize
TIRAS TILAPIA CONG COZ EMP COPACOL 300G,empanado congelado,0.0710555284692824,f1_macro_on_full,maximize
