nm_item,nm_product,metric_value,metric_type,optimization_goal
BEB CERESER FTS VERM S/ALC 660ML,sidra,0.4773154526005081,f1_macro_on_full,minimize
"SIDRA CERESER 660ML, PESS, .",sidra,0.4773154526005081,f1_macro_on_full,minimize
AVEIA FLOCOS ORG NESTLE 170G,aveia e seus derivados,0.4773154526005081,f1_macro_on_full,minimize
"CAFE DAMASCO 500G, INTEN VAC, .",cafe,0.4773154526005081,f1_macro_on_full,minimize
BIFE FRANGO COPACOL CONG IQF 800G,carne de ave,0.4773154526005081,f1_macro_on_full,minimize
RAID M BAR GTS 420ML,inseticida,0.4773154526005081,f1_macro_on_full,minimize
PERU SEARA INTEIRO CONG TEMP KG,carne de ave,0.4773154526005081,f1_macro_on_full,minimize
TABUA RETANGULAR 36 1 PC,outro utensilio de cozinha,0.4773154526005081,f1_macro_on_full,minimize
"PROT CAREFREE L80P60 UN, PROT C/PERF, .",absorvente,0.4773154526005081,f1_macro_on_full,minimize
PANO MULTIUSO AZUL AZUL 5UN,pano para limpeza,0.4773154526005081,f1_macro_on_full,minimize
LIMPADOR PERF GIRAND 2L,multiuso,0.4773154526005081,f1_macro_on_full,minimize
SALSICHA PERD HOT DOG RESF A GRANEL KG,salsicha,0.4773154526005081,f1_macro_on_full,minimize
LIXA POME PARA PES B VARIAS 1UNID,outro bazar e departamentos,0.4773154526005081,f1_macro_on_full,minimize
"SNACKS DOGUITOS RODIZ 65G, BIFIN FGO, .",alimento pet,0.4773154526005081,f1_macro_on_full,minimize
LEITE PO DAMARE INTEGRAL SACHE 800g,leite em po,0.4773154526005081,f1_macro_on_full,minimize
BEB NESCAU 1 L,achocolatado,0.4773154526005081,f1_macro_on_full,minimize
"CR DENT COLG T 12, ADV FRESH GEL 90G, .",creme dental,0.4773154526005081,f1_macro_on_full,minimize
IOG FUNC ACTIVIA CM AMT C/ MAM 170G,iogurte,0.4773154526005081,f1_macro_on_full,minimize
"CR DENT SORRISO FRSH 90G, MENTA, .",creme dental,0.4773154526005081,f1_macro_on_full,minimize
CERV ANTARCTIC LT 350ML,cerveja,0.4773154526005081,f1_macro_on_full,minimize
VIN ARG AMBICION 750ML MALBEC,vinho importado,0.4773154526005081,f1_macro_on_full,minimize
PAO FRANCES CONGELADO JD        AV    KG,padaria e confeitaria fresca,0.4773154526005081,f1_macro_on_full,minimize
PAO DOCE CONGELADO JD C/CANELA  AV    KG,padaria e confeitaria fresca,0.4773154526005081,f1_macro_on_full,minimize
PAO HOTEL CONGELADO JD          AV    KG,padaria e confeitaria fresca,0.4773154526005081,f1_macro_on_full,minimize
"BEB GATORADE 500ML, LJA, .",isotonico,0.4773154526005081,f1_macro_on_full,minimize
"BEB GATORADE 500ML, UVA, .",isotonico,0.4773154526005081,f1_macro_on_full,minimize
"BEB GATORADE 500ML, MARAC, .",isotonico,0.4773154526005081,f1_macro_on_full,minimize
CB MINI MS MACARRAO  500G,macarrao,0.4773154526005081,f1_macro_on_full,minimize
"CAFE PILAO 500G, TRAD VAC, .",cafe,0.4773154526005081,f1_macro_on_full,minimize
ADOC LIQ LOWCUCAR SACARINA FC 100ML,adocante,0.4773154526005081,f1_macro_on_full,minimize
REFR GUARANA ANTARCTICA 3L,refrigerante,0.4773154526005081,f1_macro_on_full,minimize
"CAPSULA DOLCE GUSTO C/16, INTENSO, .",cafe,0.4773154526005081,f1_macro_on_full,minimize
"BISC NESTLE PASSATEMPO 150G, LTE, .",biscoito,0.4773154526005081,f1_macro_on_full,minimize
"ACHOC PO NESCAU LT 400G, 2.0, .",achocolatado,0.4773154526005081,f1_macro_on_full,minimize
"BISC POLVILHO BRETAS 90G, PARMESAO",biscoito,0.4773154526005081,f1_macro_on_full,minimize
BISC NESFIT INTEG DELICE CACAU/AVEL 140G,biscoito,0.4773154526005081,f1_macro_on_full,minimize
MARCA TEXTO BIC TONS PASTEIS C/4,marcador de texto,0.4773154526005081,f1_macro_on_full,minimize
KIT ESCOLAR BIC DURA 2LAP 2CAN BOR AP,outro papelaria,0.4773154526005081,f1_macro_on_full,minimize
"DESOD R NIVEA 50ML, DRY IMPACT, .",desodorante,0.4773154526005081,f1_macro_on_full,minimize
"DESOD R NIVEA 50ML, DRY CONFORT, .",desodorante,0.4773154526005081,f1_macro_on_full,minimize
"SOPAO MAGGI 200G, COSTELA, .",preparo para sopa,0.4773154526005081,f1_macro_on_full,minimize
IOG LIQ ITAMBE S/LACT 850G COCO,iogurte,0.4773154526005081,f1_macro_on_full,minimize
CERV CARACU LN GF 355ML,cerveja,0.4773154526005081,f1_macro_on_full,minimize
"CALDO KNORR 114G, CARNE, .",caldo industrializado,0.4773154526005081,f1_macro_on_full,minimize
"SH CLEAR 400ML, CONTR COC, .",shampoo,0.4773154526005081,f1_macro_on_full,minimize
FAR MILHO YOKI AMARELA PCT 500G,farinha de milho,0.4773154526005081,f1_macro_on_full,minimize
GRANOLA SB S GLUTEN  250GR,granola,0.4773154526005081,f1_macro_on_full,minimize
TORRADA BAUDUCCO CANAPE PCT 110G,torrada,0.4773154526005081,f1_macro_on_full,minimize
"BISC COOKIES BAUD, 96G MAXI CHOCOLATE",biscoito,0.4773154526005081,f1_macro_on_full,minimize
CR LTE NESTLE LATA 300G,creme de leite,0.4773154526005081,f1_macro_on_full,minimize
"KIT COLGATE ESC D 360 L2P1 UN, MC, .",escova de dentes,0.4773154526005081,f1_macro_on_full,minimize
"DESUMIDIF SECAR 80G, LAV",desumidificador,0.4773154526005081,f1_macro_on_full,minimize
"TORRADA VITARELLA 142g, MULTIGRAOS",torrada,0.4773154526005081,f1_macro_on_full,minimize
"WAFER BAUDUCCO, TRIP CHOC 140G, .",biscoito,0.4773154526005081,f1_macro_on_full,minimize
"CHOC LACTA 165g, AO LEITE",chocolate,0.4773154526005081,f1_macro_on_full,minimize
"TORRADA VITARELLA 142g, INTEGRAL",torrada,0.4773154526005081,f1_macro_on_full,minimize
LAVA ROUPA OMO P/DIL LAV PERF REF 500ml,lava roupas,0.4773154526005081,f1_macro_on_full,minimize
QUEIJO PRESIDENT PARMESAO FRAC 180G,queijo cremoso,0.4773154526005081,f1_macro_on_full,minimize
SUCO DEL VALLE MACA S/AC           200ML,suco pronto,0.4773154526005081,f1_macro_on_full,minimize
"FIO DENT JOHNS 50M UN, REGULAR, .",fio dental,0.4773154526005081,f1_macro_on_full,minimize
"LTE FERM ACTIVIA POLP 800G, MAM/CER, .",iogurte,0.4773154526005081,f1_macro_on_full,minimize
ESPONJA SCOTCH-BRITE BANHEIRO UN,esponja,0.4773154526005081,f1_macro_on_full,minimize
ESPONJA SCOTCH-BRITE ANTIADERENT PCT C/3,esponja,0.4773154526005081,f1_macro_on_full,minimize
ESPONJA SCOTCH-BRITE NAO RISCA LARAN C/3,esponja,0.4773154526005081,f1_macro_on_full,minimize
COB SORVETE MORANGO XODO 280G,cobertura pronta,0.4773154526005081,f1_macro_on_full,minimize
REFR CRUZEIRO MACA 2L,refrigerante,0.4773154526005081,f1_macro_on_full,minimize
PILHA DURACELL ALC AA4 B4 CT 4 UN,pilha,0.4773154526005081,f1_macro_on_full,minimize
"SNACKS DOGUITOS RODIZ 45G, LINGUICIN, .",alimento pet,0.4773154526005081,f1_macro_on_full,minimize
"SH PALMOLIVE NAT 350ML, NEUTRO, .",shampoo,0.4773154526005081,f1_macro_on_full,minimize
MARG DELICIA PROMOCIONAL LV500 PG450G UN,margarina,0.4773154526005081,f1_macro_on_full,minimize
CEREAL OVOMALTINE ROCKS         PE  40GR,cereal matinal,0.4773154526005081,f1_macro_on_full,minimize
CERV BRAHMA MALZEBIER LT 350ML,cerveja,0.4773154526005081,f1_macro_on_full,minimize
CERV STELLA ARTOIS LN 275ML,cerveja,0.4773154526005081,f1_macro_on_full,minimize
MADELEINE LONGA C ACUCAR PADERRI 200G,padaria e confeitaria industrializado,0.4773154526005081,f1_macro_on_full,minimize
TOALHA ROSTO SANTISTA ANETTE BTOM VER 19,toalha,0.4773154526005081,f1_macro_on_full,minimize
MADELEINE TRADICIONAL PADERRI 200G,padaria e confeitaria industrializado,0.4773154526005081,f1_macro_on_full,minimize
SUCO NECTAR YUMMY LARANJA MACA TP 200ML,suco pronto,0.4773154526005081,f1_macro_on_full,minimize
"CR DENT CLOSE UP GEL 90G, ORIG RED, .",creme dental,0.4773154526005081,f1_macro_on_full,minimize
DENPHALAEN MINI QUADRADO PT12,plantas e sementes,0.4773154526005081,f1_macro_on_full,minimize
CARNE SUIN COSTELA CONG KG,carne suina,0.4773154526005081,f1_macro_on_full,minimize
"PAPEL HIG MILI B 16X60M, FSN L16P15, .",papel higienico,0.4773154526005081,f1_macro_on_full,minimize
GEL DEN COLGATE INFANT TITANS 60GR,creme dental infantil,0.4773154526005081,f1_macro_on_full,minimize
CHOC GAROTO CHURROS 90G,chocolate,0.4773154526005081,f1_macro_on_full,minimize
LEITE COND TRIANGULO M. SEMI TP395G,leite condensado,0.4773154526005081,f1_macro_on_full,minimize
INSET AERO SBP 450ML  AEDES,inseticida,0.4773154526005081,f1_macro_on_full,minimize
TRIGO KIBE CALDO BOM PCT 500G,trigo para kibe,0.4773154526005081,f1_macro_on_full,minimize
REQUEIJAO CREM PORTO ALEGRE 400G -PT TRAD,requeijao,0.4773154526005081,f1_macro_on_full,minimize
BROCOLIS CHINES  S S            AV   1UN,brocolis,0.4773154526005081,f1_macro_on_full,minimize
COLORIFICO KITANO UN 80G,outro condimento,0.4773154526005081,f1_macro_on_full,minimize
CREME HID. ORIGEM ARGAN         PT   1KG,creme corporal,0.4773154526005081,f1_macro_on_full,minimize
PIMENTA KITANO CALAB FLOC 13G,outro condimento,0.4773154526005081,f1_macro_on_full,minimize
AGUA MIN NESTLE PUREZ VIT S/GAS FC 510ML,agua,0.4773154526005081,f1_macro_on_full,minimize
BACON SEARA MANTA DEF PED KG,carne suina,0.4773154526005081,f1_macro_on_full,minimize
ESPONJA SUPER TEIU ANTIADERENTE 1UN,esponja,0.4773154526005081,f1_macro_on_full,minimize
FILTRO PAP MELITTA CAF N4 30 UN,coador,0.4773154526005081,f1_macro_on_full,minimize
"CAFE MELITTA 250G, TRAD, .",cafe,0.4773154526005081,f1_macro_on_full,minimize
MASSA FETTUCCINE VERMEL 500G,macarrao,0.4773154526005081,f1_macro_on_full,minimize
CRAVO KITANO INDIA UN 40G,outro condimento,0.4773154526005081,f1_macro_on_full,minimize
CAF VP REG MOGIANA 250G,cafe,0.4773154526005081,f1_macro_on_full,minimize
"CAFE SOL NESCAFE SCH 50G, TRADICAO, .",cafe,0.4773154526005081,f1_macro_on_full,minimize
"SOPA MAGGI 78G, QUEIJO, .",preparo para sopa,0.4773154526005081,f1_macro_on_full,minimize
"CHA LIPTON 1,500L, PESS, .",cha pronto,0.4773154526005081,f1_macro_on_full,minimize
"PIPOCA YOKI MICR COB 160G, CHOC, .",pipoca para microondas,0.4773154526005081,f1_macro_on_full,minimize
"SABAO PO BRILHANTE SCH 800G, H TOTAL, .",lava roupas,0.4773154526005081,f1_macro_on_full,minimize
"AP BARB PRESTO2 2UN, UG FEM MOVEL, .",aparelho de barbear e depilatorio,0.4773154526005081,f1_macro_on_full,minimize
OVO MANTIQ BRANCO GOURMET C/10,ovo,0.4773154526005081,f1_macro_on_full,minimize
"IOG ACTIVIA CAFE MANHA 170G, LIN/MRG, .",iogurte,0.4773154526005081,f1_macro_on_full,minimize
"AP BARB PRESTO3 4UN, REGULAR, .",aparelho de barbear e depilatorio,0.4773154526005081,f1_macro_on_full,minimize
"AP BARB PRESTO3 4UN, COOL, .",aparelho de barbear e depilatorio,0.4773154526005081,f1_macro_on_full,minimize
PANO LIMPEZA ESFREBOM MULTIUSO VERDE C/5,pano para limpeza,0.4773154526005081,f1_macro_on_full,minimize
CR AMELIA CHANTY MIX 1 L,outro lacteo,0.4773154526005081,f1_macro_on_full,minimize
"MARG AMELIA 500G, CR C/SAL, .",margarina,0.4773154526005081,f1_macro_on_full,minimize
QUEIJO PRESIDENT PROCESSADO CHEDDAR 120G,queijo,0.4773154526005081,f1_macro_on_full,minimize
"SABAO LIQ OMO 7L, LAVAG PERF, .",lava roupas,0.4773154526005081,f1_macro_on_full,minimize
"COOK TODDY 150G, BAUN, .",biscoito,0.4773154526005081,f1_macro_on_full,minimize
DOCE CRANBERRY COCO E AMENDOAS BIO ASIS,outro doce,0.4773154526005081,f1_macro_on_full,minimize
DOCE BOMCACAU DE CASTANHA DO PARA E UVA,outro doce,0.4773154526005081,f1_macro_on_full,minimize
BISC NESFIT 140G DELICE MACA/CANELA,biscoito,0.4773154526005081,f1_macro_on_full,minimize
REQ LAC LELO CREMOSO PT 500G TRADICONAL,requeijao,0.4773154526005081,f1_macro_on_full,minimize
"PIPOCA YOKI MICR, MANT CINEMA 100G, .",pipoca para microondas,0.4773154526005081,f1_macro_on_full,minimize
EMPANADO SEARA PRESUNTO/QUEIJO,petisco e salgadinho congelado,0.4773154526005081,f1_macro_on_full,minimize
"CARGA GILLETTE 4UN, REG, .",aparelho de barbear e depilatorio,0.4773154526005081,f1_macro_on_full,minimize
"BEB AMEND MAGUARY 1L, ORIGINAL ZERO",outra bebida vegetal,0.4773154526005081,f1_macro_on_full,minimize
"SUCO MAGUARY 900ML, 83  UVA",suco pronto,0.4773154526005081,f1_macro_on_full,minimize
SUCO M FRUIT SHOOT 150ML MACA VERDE,suco pronto,0.4773154526005081,f1_macro_on_full,minimize
TRAT AMP PANTENE SHOT HIDRATA 15ML   C/1,creme de tratamento,0.4773154526005081,f1_macro_on_full,minimize
FERMENTO BIO DR OETKER INSTANT PCT 10G,fermento,0.4773154526005081,f1_macro_on_full,minimize
"SH CLEAR 400ML, QUEDA CONTR, .",shampoo,0.4773154526005081,f1_macro_on_full,minimize
"BAR CER NUTRY REG 22G, AVELA/CHOC, .",barra alimentar,0.4773154526005081,f1_macro_on_full,minimize
QA CHOCOSTICKS AO LEITE 38G,chocolate,0.4773154526005081,f1_macro_on_full,minimize
"DESOD AER REXONA 150ML, INVISIBL , .",desodorante,0.4773154526005081,f1_macro_on_full,minimize
"CAFE SOL NESCAFE VD 100G, ORIG, .",cafe,0.4773154526005081,f1_macro_on_full,minimize
MIX DAUCY 4 LEGU 300G,vegetal congelado,0.4773154526005081,f1_macro_on_full,minimize
"IOG VIGOR GREG 100G, TRAD ZERO, .",iogurte,0.4773154526005081,f1_macro_on_full,minimize
LEITE FERM ACTIVIA C MANHA  LINH MOR BAN,iogurte,0.4773154526005081,f1_macro_on_full,minimize
COLORIFICO KITANO 80G PCT,colorifico,0.4773154526005081,f1_macro_on_full,minimize
LAVA ROUPAS SURF 800GR PC PO 5X1 ROSAS/FLOR,lava roupas,0.4773154526005081,f1_macro_on_full,minimize
SUCO 100  TIAL INTEG 330ML-TP MACA,suco pronto,0.4773154526005081,f1_macro_on_full,minimize
ACHOC PO TODDY LIGHT PT 380G,achocolatado,0.4773154526005081,f1_macro_on_full,minimize
"CAFE ALVORADA 500G, TRAD VAC, .",cafe,0.4773154526005081,f1_macro_on_full,minimize
"BOLINHO YOKI CHUVA 250G, TRAD, .",padaria e confeitaria industrializado,0.4773154526005081,f1_macro_on_full,minimize
LEITE FERM TETRA CHAMYTO UVA 80G,leite fermentado,0.4773154526005081,f1_macro_on_full,minimize
PIPOCA YOKI TRADICIONAL 500G,pipoca pronta,0.4773154526005081,f1_macro_on_full,minimize
BACON SEARA MANTA DEF PECA KG,carne suina,0.4773154526005081,f1_macro_on_full,minimize
"AMAC DOWNY CONC 500ML, FRESC PRIMAV, .",amaciante,0.4773154526005081,f1_macro_on_full,minimize
"CR DENT COLG T 12, CL MINT 90G, .",creme dental,0.4773154526005081,f1_macro_on_full,minimize
LEITE FERM ACTIVIA 170GR CAFE MANHA LINHACA/MOR/BA,leite fermentado,0.4773154526005081,f1_macro_on_full,minimize
"BISC OREO 90G, BAUN, .",biscoito,0.4773154526005081,f1_macro_on_full,minimize
TOALHA CASA IN.ROS.ABILITY BC   AV   1UN,toalha,0.4773154526005081,f1_macro_on_full,minimize
"SOPAO MAGGI 200G, CNE PANELA, .",preparo para sopa,0.4773154526005081,f1_macro_on_full,minimize
PAO WICK SEM CASCA 100  INTEG.  PE 450GR,padaria e confeitaria industrializado,0.4773154526005081,f1_macro_on_full,minimize
TOALHA CASA IN.VIS.ABILITY BCO   AV  1UN,toalha,0.4773154526005081,f1_macro_on_full,minimize
"WAFER VISCONTI 120G, CHOC, .",biscoito,0.4773154526005081,f1_macro_on_full,minimize
GUARDANAPO PAPEL PEQ FS 22X23,guardanapo,0.4773154526005081,f1_macro_on_full,minimize
MOLHO MANJERIC QUERO 340G,molho de tomate,0.4773154526005081,f1_macro_on_full,minimize
LAS SEAR 4 QJOS  600G,suspiro,0.4773154526005081,f1_macro_on_full,minimize
AGUA MIN NESTLE PUREZ VIT C/GAS 510ML,agua,0.4773154526005081,f1_macro_on_full,minimize
LINGUICA SEARA CALABRESA 400 G,linguica,0.4773154526005081,f1_macro_on_full,minimize
LAS SEAR CALABRE 600G,suspiro,0.4773154526005081,f1_macro_on_full,minimize
ATUM PEDACOS AO OLEO VERDE 170GR,proteina em conserva,0.4773154526005081,f1_macro_on_full,minimize
OLEO LIZA SOJA PET 900ML,oleo vegetal,0.4773154526005081,f1_macro_on_full,minimize
CERV IMPERIO PMALTE LAGER L/N 275ML,cerveja,0.4773154526005081,f1_macro_on_full,minimize
ADOC LIQ MAGRO SACARINA FC 100ML,adocante,0.4773154526005081,f1_macro_on_full,minimize
POLPA BRASFRUT AMORA 100G,polpa de fruta congelada,0.4773154526005081,f1_macro_on_full,minimize
AMAC.ROUP.CONC.DOWNY 450ML.NATUR. FLOR ROMA BAUN.,amaciante,0.4773154526005081,f1_macro_on_full,minimize
RACAO PEDIGREE NUTRI ESSENCIAL ADT 10 1K,alimento pet,0.4773154526005081,f1_macro_on_full,minimize
DESOD AERO FEM SUAVE HIDRALOE 150ML,desodorante,0.4773154526005081,f1_macro_on_full,minimize
BEB LAC FERM PENSE ZER BATAVO MOR 850G,bebida lactea,0.4773154526005081,f1_macro_on_full,minimize
BISC SALG INT GERG NESTLE 170G,biscoito,0.4773154526005081,f1_macro_on_full,minimize
AGUA TONICA ANTARCTICA GENGIBRE LT 269ML,agua tonica,0.4773154526005081,f1_macro_on_full,minimize
MAC OVOS NINHO ADRIA 500G,macarrao,0.4773154526005081,f1_macro_on_full,minimize
BLANQUET PERU FATIADO SADIA 150G,outro embutido,0.4773154526005081,f1_macro_on_full,minimize
MORTADELA OURO VACUO PERDIGAO 200G,mortadela,0.4773154526005081,f1_macro_on_full,minimize
MAGGI CALDO PICANHA  57G,caldo industrializado,0.4773154526005081,f1_macro_on_full,minimize
BOLO CHOC PULLMAN 250G,padaria e confeitaria industrializado,0.4773154526005081,f1_macro_on_full,minimize
GELO CARREFOUR 5KG,gelo,0.4773154526005081,f1_macro_on_full,minimize
FAQUEIRO 30PCS PRETO IPANEMA,talher,0.4773154526005081,f1_macro_on_full,minimize
FAR MILHO AMAR M CUCA 500G,farinha de milho,0.4773154526005081,f1_macro_on_full,minimize
AMIDO MILHO MAIZENA 500G,amido de milho,0.4773154526005081,f1_macro_on_full,minimize
CORACAO MIUDOS LAR PCT 1KG,carne de ave,0.4773154526005081,f1_macro_on_full,minimize
DESOD ROLL REXONA COTTON FM 50ML,desodorante,0.4773154526005081,f1_macro_on_full,minimize
CURATIVO TRANSP BAND AID C40,curativo adesivo,0.4773154526005081,f1_macro_on_full,minimize
BISC.RECH.NEGRESCO SORVETE MOR. PE 140GR,biscoito,0.4773154526005081,f1_macro_on_full,minimize
QJ PROC.CHEDDAR PRESIDENT 120G,queijo,0.4773154526005081,f1_macro_on_full,minimize
FRALDA DESC PAMPERS C S PANTS  XXG C 28,fralda,0.4773154526005081,f1_macro_on_full,minimize
LAVA ROUPA BRILHANTE CUIDADO SANIT 1.6KG,lava roupas,0.4773154526005081,f1_macro_on_full,minimize
LAVA ROUPA BRILHANTE HIGIEN DESINF 800G,lava roupas,0.4773154526005081,f1_macro_on_full,minimize
DET PO SURF 5X1 LAVANDA 800GR,lava roupas,0.4773154526005081,f1_macro_on_full,minimize
"REFR TANG 25G LV15 PG12, LARANJA",preparo para suco,0.4773154526005081,f1_macro_on_full,minimize
PRESUNTO COZIDO ALEGRA KG,presunto,0.4773154526005081,f1_macro_on_full,minimize
"BISC BAUD CHOCOBISC 80G CHOC, LEITE",biscoito,0.4773154526005081,f1_macro_on_full,minimize
LAVA ROUPA SETIMA GERACAO 1L CITRUS,lava roupas,0.4773154526005081,f1_macro_on_full,minimize
"MAC NISSIN TALH 99G, CARBONARA, .",macarrao,0.4773154526005081,f1_macro_on_full,minimize
"SANITIZ BRILHANTE 1,6KG SC HIGIENE TOTAL",lava roupas,0.4773154526005081,f1_macro_on_full,minimize
CHOC PRESTIGIO NESTLE 33G,chocolate,0.4773154526005081,f1_macro_on_full,minimize
SUCO DE MILHO 500ML  500ML,suco pronto,0.4773154526005081,f1_macro_on_full,minimize
CREAM CHEESE LIGHT DANUBIO 150G,queijo cremoso,0.4773154526005081,f1_macro_on_full,minimize
SAB BARRA HIDR PALMOLIVE PITAYA 90G,sabonete,0.4773154526005081,f1_macro_on_full,minimize
CR CHEESE SOFT POLENGHI 150G,creme dental,0.4773154526005081,f1_macro_on_full,minimize
LENTILHA MARPA 500G,lentilha,0.4773154526005081,f1_macro_on_full,minimize
PURIF AR AERO AIR WICK ROMANCE 360ML,aromatizador,0.4773154526005081,f1_macro_on_full,minimize
G FUROATO MOMETASONA CREME 20G EMS,outro farma,0.4773154526005081,f1_macro_on_full,minimize
SAB DOVE BABY HIDRAT BAL NUTR,sabonete infantil,0.4773154526005081,f1_macro_on_full,minimize
AGUA SANITARIA CANDURA 2L,agua sanitaria,0.4773154526005081,f1_macro_on_full,minimize
LING CALAB SEARA,linguica,0.4773154526005081,f1_macro_on_full,minimize
MIST BOLO D BENTA 400G BRIGADEIRO,preparo para bolo,0.4773154526005081,f1_macro_on_full,minimize
TEMP E SABOR CARNE MAGGI 50G,tempero pronto,0.4773154526005081,f1_macro_on_full,minimize
VINAGRE DE ALCOOL CO VERDE 500ML,vinagre,0.4773154526005081,f1_macro_on_full,minimize
ALIM GATO WHISKAS CASTRADOS CARNE 1KG,alimento pet,0.4773154526005081,f1_macro_on_full,minimize
SINTOCALMY 300MG C/20 COMPRIMIDOS ACHE,outro farma,0.4773154526005081,f1_macro_on_full,minimize
CREME DE LEITE LIDER TP 200G,creme de leite,0.4773154526005081,f1_macro_on_full,minimize
TEMPERO EM PO P/ CARNE MARATA 60G,tempero pronto,0.4773154526005081,f1_macro_on_full,minimize
PAPEL HIG FD ELITE DUALETTE L16P15 30M,papel higienico,0.4773154526005081,f1_macro_on_full,minimize
2 CLOR 500ML DES 500ML G M USO 500ML UAU,multiuso,0.4773154526005081,f1_macro_on_full,minimize
PAO FORMA INTEG S CASCA WICK 450GR,padaria e confeitaria industrializado,0.4773154526005081,f1_macro_on_full,minimize
