nm_item,nm_product,metric_value,metric_type,optimization_goal,l0_indices_str
BISC RECH PIRAQUE PRETTY BAUN 76G,biscoito,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
VINAGRE GAMA LOPES ALHO  750ml,vinagre,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
SH DOVE 400ML HIDRA LISO,shampoo,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
FEIJAO PRETO COMBRASIL 1kg,feijao,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
CAPS.DOLCE GUSTO 160G C.16 CAFE AU LAIT DESNATADO,cafe,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
LIMP M-USO CLASSIC 3X1 500ML HORTE,multiuso,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
ABS INTIMUS GEL SUAVE C/AB C/32 UN,absorvente,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
MELAO CHARANTEAIS FRACIONADO KG,melao,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
CEREAL PO MUCILON 1KG SACHE ARROZ/AVEIA,cereal infantil ou farinha lactea,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
PAO BAG AUSTRALIANO SL KG,padaria e confeitaria fresca,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
INSET RAID MULTI BASE AGUA LV  PG- 420ML,inseticida,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
LEITE UHT DEZ VITAMINAS INTEG TP 1L,leite,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
LENCO UMED PAMPERS C/48 CHEIR BEBE,lenco umedecido,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
MAC ITA BARILLA PENNE TRIC  78 500G,macarrao,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
PIPOCA KI PIPOKA 60GR DOCE,pipoca pronta,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
VELA PHELICIDADE 7 DIAS BCA GROSSA 303G,vela,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
SALSICHA FRANGO PERDIGAO 500G,salsicha,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
SUCO DE LARANJA VITA SUPRA 330ML,suco pronto,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
MARG QUALY 500G-PT S/SAL,margarina,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
REFRI FANTA UVA PET 2L,refrigerante,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
AGUA MIN FONTE DA LOMBA S/G 510ml,agua,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
BEB LACTEA POLPA PAULISTA 510G  FRUTAS,bebida lactea,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
CIG KENT PRIME BLUE BOX,cigarro,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
"SALG BATATA RUFFLES 84G, CEB/SALSA",aperitivo,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
TEMP ALHO SAL SABOR AMI 300G,tempero pronto,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
VH TORO CENTENARIO CARBENET SAUV 750ML,vinho importado,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
CERV CONTI MZ SP INT 350ML,cerveja,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
OVO PASCOA DIVINO VICIO CHOCO LEITE 280G,ovo de pascoa,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
ESPONJA SCOTCH BRITE TININDO LV4 PG3 UN,esponja,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
DESOD AER REXONA MEN 89G S/PERFUME,desodorante,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
COENTRO MP UN,coentro,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
SACO DE LIXO ESFREBOM 25L C12 BIO,saco de lixo,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
ACUCAR DEMERARA PRECIOSO 1KG,acucar,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
CALDO PO MAGGI 35G LEG,caldo industrializado,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
PEDRA SANIT PATO MARINE 25G GTS 25,pedra sanitaria,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
"DESINF URCA PINHO LEVE 2L PAGUE 1,8ml",desinfetante,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
CEREAL SUCRILHOS KELLOGGS CHOCOLATE 240G,cereal matinal,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
GELATINA DR OETKER 20G ACAI/BANANA,gelatina,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
APAR BARBEAR PROBAK II C/1,aparelho de barbear e depilatorio,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
CHOC REC CREME AVELA TALENTO 90G,chocolate,0.03944039225314315,f1_macro_on_full,maximize,"249985,67074,11266,83585,52871,136585,202378,84489,144269,193679,236432,197015,158233,13724,141213,69276,76445,170656,244510,75420,57379,173852,70823,28587,179757,126382,16820,200885,17462,32310,49335,168887,147771,147136,3394,233667,33476,141381,84807,155467,229071,249173,66517,159067,95207,217580,201972,137334,235513,106108"
