nm_item,nm_product,metric_value,metric_type,optimization_goal,l0_indices_str
IOG LIQ ACTIVIA 800G ZLAC MORANGO,iogurte,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
PEITO FGO A GRANEL CONG KG,carne de ave,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
CS PEDRA PARA AMOLAR PRETA,outro utensilio de cozinha,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
BLAC SC AMX PIA 900ML,bebida lactea,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
"COOK MARILAN 80G, ORIG/GOT CHOC, .",biscoito,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
DESOD NIVEA MASC FRESH SP           90ML,desodorante,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
2 DESOD AERO DOVE MEN CUID TOT 89G P ESP,desodorante,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
FILE PEITO SEARA IQF ALM CG 1KG,carne de ave,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
CHOC HERSHEYS  102G-CX TRIPLO CHOC,chocolate,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
CAFE PELE L500G P475G EXTRA FORTE,cafe,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
"QUEIJO PET SUIS DANONINHO ICE 70g, SORV",sobremesa pronta resfriada,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
IOGURTE NESTLE NATURAL MEL CP 170G,iogurte,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
DEO ROLL REXONA 50ML FEM ACTIVE,desodorante,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
QUEIJO PRATO VEGANO NOMOO 150G,queijo cremoso,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
"BISC TODDY COOKIES 71G, CHOC, .",biscoito,0.005693878282544682,f1_macro_on_full,minimize,"220032,7425,152067,98565,170504,134536,128525,36239,215311,223505,250137,31513,120218,26526,129188,223013,65062,209832,102574,15407,14768,154931,91829,198070,68024,69307,11710,191,184904,169291,189262,15102,220114,3797,28763,243804,169315,109754,34019,100002,38640,82289,53234,144114,153592,213626,99067,40701,141054,190463"
