nm_item,nm_product,metric_value,metric_type,optimization_goal
"BISC MARILAN DISTR 360G, CHOC, .",biscoito,0.0118928159902689,f1_macro_on_full,minimize
AGUARDENTE CANINHA SERTANEJA 500ML,cachaca,0.0118928159902689,f1_macro_on_full,minimize
BISC NESTLE BONO RECH TORTA LIMAO 109g,biscoito,0.0118928159902689,f1_macro_on_full,minimize
TEMP PREMIUM MR MAKER PAP DEFUMA PT 110G,tempero pronto,0.0118928159902689,f1_macro_on_full,minimize
SACOLA PRESENTE MED.DOURADA EST.AV   1UN,embalagem de presente,0.0118928159902689,f1_macro_on_full,minimize
PAO FRUTA CASTANHA JASMINE 350G,padaria e confeitaria industrializado,0.0118928159902689,f1_macro_on_full,minimize
SABON PALMOLIVE NATUR 85G ESFOL/DEL/JASM,sabonete,0.0118928159902689,f1_macro_on_full,minimize
PAO FORMA PULLMAN 320G BCO,padaria e confeitaria industrializado,0.0118928159902689,f1_macro_on_full,minimize
PACK EXTRE/NRISCA PK MISTO C/10UNID,esponja,0.0118928159902689,f1_macro_on_full,minimize
QUEIJO PRESIDENT MAASDAM            160G,queijo,0.0118928159902689,f1_macro_on_full,minimize
CR DENTAL CESTA BASICA Ni  1,creme dental,0.0118928159902689,f1_macro_on_full,minimize
"BOLO PLUSVITA 250g, CHOC",padaria e confeitaria industrializado,0.0118928159902689,f1_macro_on_full,minimize
BISC CLUB SOCIAL PACK 288G  INTEGRAL,biscoito,0.0118928159902689,f1_macro_on_full,minimize
BOLINHO CASA SUICA TM BAUN C/REC BAU 40G,padaria e confeitaria industrializado,0.0118928159902689,f1_macro_on_full,minimize
CORACAO FGO CARRER RESF BDJ 750g,carne de ave,0.0118928159902689,f1_macro_on_full,minimize
BISCOITO DE ARROZ CAMIL FLOW PACK 90G,biscoito,0.0118928159902689,f1_macro_on_full,minimize
MAN MARG LECO C SAL 200G,manteiga,0.0118928159902689,f1_macro_on_full,minimize
"BIG CHICKEN PERDIGAO 1KG, TRADICIONAL",empanado congelado,0.0118928159902689,f1_macro_on_full,minimize
PAD BISCOITO CASEIRO KG,padaria e confeitaria fresca,0.0118928159902689,f1_macro_on_full,minimize
SALG MILHO CHEETOS MIX UPS 45G,aperitivo,0.0118928159902689,f1_macro_on_full,minimize
LAVA ROUPA COMFORT LIQ HYDRA SERUM FR 3L,lava roupas,0.0118928159902689,f1_macro_on_full,minimize
CERV COLORADO LAGER SLEEK 350ML,cerveja,0.0118928159902689,f1_macro_on_full,minimize
BOLINHO ZERO INTEGRAL NOZES 35G,padaria e confeitaria industrializado,0.0118928159902689,f1_macro_on_full,minimize
BURGUER PACK KIT 3 UNID,hamburguer congelado,0.0118928159902689,f1_macro_on_full,minimize
ESPETO LING CONF,proteina congelada,0.0118928159902689,f1_macro_on_full,minimize
BISC WAFER BONO 110G CHOCOLATE,biscoito,0.0118928159902689,f1_macro_on_full,minimize
COOKIES BORGREVE 300G COBERT D CHOC,biscoito,0.0118928159902689,f1_macro_on_full,minimize
TORCIDA CAMARAO 45G,aperitivo,0.0118928159902689,f1_macro_on_full,minimize
PASTILHA TIC TAC FRUTAS SILVEST 16G,bala,0.0118928159902689,f1_macro_on_full,minimize
FILE PEITO FGO RIVELLI CONG IQF 800G,carne de ave,0.0118928159902689,f1_macro_on_full,minimize
FILE COXA SCX NAT CONG IQF PCT 1kg,carne de ave,0.0118928159902689,f1_macro_on_full,minimize
KIT ORNAMENTOS 24PCS TRADIC UNI,artigo de natal,0.0118928159902689,f1_macro_on_full,minimize
ROUPA INTIMA  PANTS DERMACARE G C 8UN,fralda adulto,0.0118928159902689,f1_macro_on_full,minimize
PAO HAMB HOMEBAKE CROC 260G,padaria e confeitaria industrializado,0.0118928159902689,f1_macro_on_full,minimize
FILE MERLUZA PLANALTO 500G,peixe,0.0118928159902689,f1_macro_on_full,minimize
CR DENTAL ORAL B 70G ESCUDO ANTIACUCAR,creme dental,0.0118928159902689,f1_macro_on_full,minimize
SAB REXONA C/6 84G L P- ANTIBAC LIMP PRO,sabonete,0.0118928159902689,f1_macro_on_full,minimize
IOG COALHADA NAT PARC DESN SERRAMAR 170G,iogurte,0.0118928159902689,f1_macro_on_full,minimize
PEITO FRANGO CONG kg,carne de ave,0.0118928159902689,f1_macro_on_full,minimize
BISC ISABELA 350G INTEGRAL,biscoito,0.0118928159902689,f1_macro_on_full,minimize
"IOG LIQ ITAMBE 170G, FRUTAS VERMELHAS",iogurte,0.0118928159902689,f1_macro_on_full,minimize
FILE TILAPIA IQF PC 800G,peixe,0.0118928159902689,f1_macro_on_full,minimize
SALGADINHO PIRAQUE SORTIDOS 175g,aperitivo,0.0118928159902689,f1_macro_on_full,minimize
BOLINHO BAUDUCCO 40G MORANGO,padaria e confeitaria industrializado,0.0118928159902689,f1_macro_on_full,minimize
COXI ASA KG,carne de ave,0.0118928159902689,f1_macro_on_full,minimize
CAFE CAP TRES CORACOES EXP ATEN 80G 10UN,cafe,0.0118928159902689,f1_macro_on_full,minimize
SABONETE FRANCIS SUAVE 85G VERDE,sabonete,0.0118928159902689,f1_macro_on_full,minimize
PAO FERMEN NAT INTEG WICK 370GR,padaria e confeitaria industrializado,0.0118928159902689,f1_macro_on_full,minimize
CAFE VAC DO PONTO TRAD 500 GR,cafe,0.0118928159902689,f1_macro_on_full,minimize
QA MAC INST CARNE QUALITA 85G,macarrao,0.0118928159902689,f1_macro_on_full,minimize
CAPSULA CAFE TRES 75G FILTRADO CLASSICO,cafe,0.0118928159902689,f1_macro_on_full,minimize
LAVA ROUPA PO OMO LAVAGEM PERF SC 2 200KG,lava roupas,0.0118928159902689,f1_macro_on_full,minimize
CERV IMPERIO LAGER VERDE 275ML,cerveja,0.0118928159902689,f1_macro_on_full,minimize
PAO DE MEL BAUDUCCO BRANCO 240G,outro doce,0.0118928159902689,f1_macro_on_full,minimize
PALITINHO COMPANINO BACON 45G,alimento pet,0.0118928159902689,f1_macro_on_full,minimize
ISCAS FGO LAR 700g,empanado congelado,0.0118928159902689,f1_macro_on_full,minimize
IOG LIQ PORTO ALEGRE 170GGF FRUTAS VRM,iogurte,0.0118928159902689,f1_macro_on_full,minimize
"COOK TODDY 150G, DOCE LTE, .",biscoito,0.0118928159902689,f1_macro_on_full,minimize
ALETRIA GALO SEMOLA 500G,macarrao,0.0118928159902689,f1_macro_on_full,minimize
PRATO DESC CRISTALCOPO 15CM C/10 BRANCO,prato descartavel,0.0118928159902689,f1_macro_on_full,minimize
TEMP KITANO P/CHURRASCO ADOBO,tempero pronto,0.0118928159902689,f1_macro_on_full,minimize
CAFE SOLUV LIOF LOR 130G CLASSIQUE,cafe,0.0118928159902689,f1_macro_on_full,minimize
PURE BATATA SAO LUIZ 110G,preparo de alimento,0.0118928159902689,f1_macro_on_full,minimize
MASSA SORA INT PENNE 500G,macarrao,0.0118928159902689,f1_macro_on_full,minimize
CAFE CAP ALU LOR ESPRES RISTRET 52G 10UN,cafe,0.0118928159902689,f1_macro_on_full,minimize
COADOR CAFE KAFEBOM G,coador,0.0118928159902689,f1_macro_on_full,minimize
SEMENTE ERVA CIDREIRA FELTRIN,plantas e sementes,0.0118928159902689,f1_macro_on_full,minimize
VH MATEUS ROSE ROSE 375ML,vinho importado,0.0118928159902689,f1_macro_on_full,minimize
"CAFE NESCAFE SOLUVEL SACHET 50G, MAT",cafe,0.0118928159902689,f1_macro_on_full,minimize
CREME DENTAL COLGATE SENS IMEDI 90G L3P2,creme dental,0.0118928159902689,f1_macro_on_full,minimize
VHO BCO SVE DOM BOSCO 750ML,vinho nacional,0.0118928159902689,f1_macro_on_full,minimize
BISCOITO TEENS 8X30GR,biscoito,0.0118928159902689,f1_macro_on_full,minimize
PALITO DOGS CLUB TWISTER DEF.   CT   4UN,alimento pet,0.0118928159902689,f1_macro_on_full,minimize
SALG CHEETOS MIX QUEIJO          PCT 45G,aperitivo,0.0118928159902689,f1_macro_on_full,minimize
