nm_item,nm_product,metric_value_on_eval_set,metric_type,optimization_goal
ABS INTIMUS GEL SUAVE C/AB C/8 UN,absorvente,0.37793902276660896,accuracy_on_full,maximize
CAD UNIV 1X1 OPP UNI,caderno,0.37793902276660896,accuracy_on_full,maximize
IOG NESFIT MOR BAUN 850G,iogurte,0.37793902276660896,accuracy_on_full,maximize
BEB C/SUCO TIAL 200ML MANGA,suco pronto,0.37793902276660896,accuracy_on_full,maximize
LTE FERM B LIGHT AME 900G,leite fermentado,0.37793902276660896,accuracy_on_full,maximize
SABONETE BIOCREMA ESFOLIANTE 90G,sabonete,0.37793902276660896,accuracy_on_full,maximize
AMAC CONC DOWNY 1L BRISA VERAO,amaciante,0.37793902276660896,accuracy_on_full,maximize
LIMP MR MUSCULO COZ LIMAO SACHET 400ml,desengordurante,0.37793902276660896,accuracy_on_full,maximize
ALFACE ROXA ORG. ROXA MC,alface,0.37793902276660896,accuracy_on_full,maximize
BEB ICE SMIRNOFF 269ML LT REG,bebida mista,0.37793902276660896,accuracy_on_full,maximize
MORTADELA SADIA 180G DEF,mortadela,0.37793902276660896,accuracy_on_full,maximize
IOG NAT ITAMBE 170G  INTEGRAL,iogurte,0.37793902276660896,accuracy_on_full,maximize
APAR BARB PRESTOBARBA C/3 GTS MACH3 ACQUAGRIP,aparelho de barbear e depilatorio,0.37793902276660896,accuracy_on_full,maximize
PAO FORMA INTEGRAL PULLMAN 480G,padaria e confeitaria industrializado,0.37793902276660896,accuracy_on_full,maximize
ATUM PESCADOR RALADO LT 140G NATURAL,proteina em conserva,0.37793902276660896,accuracy_on_full,maximize
QA ALV C/CLORO QUALITA 1L,alvejante,0.37793902276660896,accuracy_on_full,maximize
SAL REFINADO APOLO 1KG,sal,0.37793902276660896,accuracy_on_full,maximize
REFRIG PEPSI 200ML-PET COLA,refrigerante,0.37793902276660896,accuracy_on_full,maximize
MANTEIGA C/SAL TABLETE 200GR,manteiga,0.37793902276660896,accuracy_on_full,maximize
ALVEJANTE Q BOA LAVANDA 2L,alvejante,0.37793902276660896,accuracy_on_full,maximize
ALI CAO DOGUITOS 65G BIFINHO FGO,alimento pet,0.37793902276660896,accuracy_on_full,maximize
GEL BARBEAR SIRIES WILD RAIN 198g,espuma ou gel de barbear,0.37793902276660896,accuracy_on_full,maximize
BISC AMANT CRFO COB CHOC LEITE 150G,biscoito,0.37793902276660896,accuracy_on_full,maximize
CERV DEVASSA TROPICAL LAGER LT 350ML,cerveja,0.37793902276660896,accuracy_on_full,maximize
AZEITE OLIVA FONTOLIVA 500ML EV,azeite de oliva,0.37793902276660896,accuracy_on_full,maximize
BATATA MCCAIN CORTE FINO        PE 400GR,batata congelada,0.37793902276660896,accuracy_on_full,maximize
SH.DOVE 400ML NUTRICAO OLEO MICELAR,shampoo,0.37793902276660896,accuracy_on_full,maximize
TIRA MANCHA VANISH WHITE 500ML,alvejante,0.37793902276660896,accuracy_on_full,maximize
CREME PALM NAT KIDS P/PENT 150ML,creme para pentear,0.37793902276660896,accuracy_on_full,maximize
MAC MINI PARAF LINHACA VIVER 200G,macarrao,0.37793902276660896,accuracy_on_full,maximize
VASSOURA VARRE FACIL CONDOR,vassoura,0.37793902276660896,accuracy_on_full,maximize
SAB LUX 120G GLICERINADO BROMELIA VITORIA REGIA,sabonete,0.37793902276660896,accuracy_on_full,maximize
CR AVELA NOCCIOLINO 400G,creme de avela,0.37793902276660896,accuracy_on_full,maximize
OVO VERM COAG C/20 GDE,ovo,0.37793902276660896,accuracy_on_full,maximize
DESOD AERO SUAVE MEN SPORT FRESH 150ML,desodorante,0.37793902276660896,accuracy_on_full,maximize
DESOD AER BOZZANO ANTI FRESH 90G,desodorante,0.37793902276660896,accuracy_on_full,maximize
SABON PHEBO 100G LIMAO SICILIANO,sabonete,0.37793902276660896,accuracy_on_full,maximize
CERVEJA ESTRELLA GALICIA 0.0   LN 250ML,cerveja,0.37793902276660896,accuracy_on_full,maximize
SALSICHA H DOG SEARA 500G,salsicha,0.37793902276660896,accuracy_on_full,maximize
BISC BRANDINI CREAM CRACKER INT 350g,biscoito,0.37793902276660896,accuracy_on_full,maximize
"SABAO PO OMO SANITIZANTE 2,4KG",lava roupas,0.37793902276660896,accuracy_on_full,maximize
"SORV NESTLE TRAD FLOCOS 1,5L",sorvete,0.37793902276660896,accuracy_on_full,maximize
QJ MUS LGT TIROLEZ 150G,queijo,0.37793902276660896,accuracy_on_full,maximize
CD ORAL-B 3D WHITE 70G LV3PG2 BRILLIANT FRESH,creme dental,0.37793902276660896,accuracy_on_full,maximize
BISC SALTVITA TRAD VITARE 100G,biscoito,0.37793902276660896,accuracy_on_full,maximize
BISC.ISABELA LEITE FRUTAS      PE 400GR,biscoito,0.37793902276660896,accuracy_on_full,maximize
TC SOBR PAULISTA 400 . 400ML,taca,0.37793902276660896,accuracy_on_full,maximize
CATCHUP PREMIUM  380G,ketchup,0.37793902276660896,accuracy_on_full,maximize
CERV LAGER BRAHMA EXTRA LT 473ML,cerveja,0.37793902276660896,accuracy_on_full,maximize
FORRA FOGAO BRETAS C/12,protetor de fogao,0.37793902276660896,accuracy_on_full,maximize
LEITE FERM YAKULT 80GR C/6,leite fermentado,0.37793902276660896,accuracy_on_full,maximize
VIN CHIL C Y TORO RES CARMENERE 750ml,vinho importado,0.37793902276660896,accuracy_on_full,maximize
QUEIJO MAASDAM KROON FATIAS 90G,queijo,0.37793902276660896,accuracy_on_full,maximize
"KIT VEJA M U 50OFF 1,5L",multiuso,0.37793902276660896,accuracy_on_full,maximize
MASSA ORQUIDEA C/OV PARAFUSO 500g,macarrao,0.37793902276660896,accuracy_on_full,maximize
DROP S HALL S C/3  EXTRA FORTE,bala,0.37793902276660896,accuracy_on_full,maximize
F SALMAO CONG 1KG 1KG,peixe,0.37793902276660896,accuracy_on_full,maximize
PEIXE SALG POL ALASCA MINERVA 400G DESF,peixe,0.37793902276660896,accuracy_on_full,maximize
SAB FRANCIS AROMACH 85G GARDENIO,sabonete,0.37793902276660896,accuracy_on_full,maximize
SUCULENTAS P11,plantas e sementes,0.37793902276660896,accuracy_on_full,maximize
SOBRECOXA SADIA FRANGO ZIP IQF 1KG,carne de ave,0.37793902276660896,accuracy_on_full,maximize
CERV RED STRIPE 330ML,cerveja,0.37793902276660896,accuracy_on_full,maximize
ROSQUINHA MABEL 700G  COCO,biscoito,0.37793902276660896,accuracy_on_full,maximize
CHOC TAB DARK TRAD 60  HERSHEYS 85G,chocolate,0.37793902276660896,accuracy_on_full,maximize
BEB LAC POLPA VIGOR TODO DIA 540G VITAMINA,iogurte,0.37793902276660896,accuracy_on_full,maximize
AGUA ADIC SAIS SMARTWATER 591ML-S/G,agua,0.37793902276660896,accuracy_on_full,maximize
CAPPUCCINO 3CORACOES ZERO LAC 180G BALANCE,cafe,0.37793902276660896,accuracy_on_full,maximize
MAC INST CUP NOODLES NISSIN FRUT MAR 65G,macarrao,0.37793902276660896,accuracy_on_full,maximize
PAD SALG CP ASS HAMBURGUER UN,padaria e confeitaria fresca,0.37793902276660896,accuracy_on_full,maximize
BRIOCHE FAMILIAR 300G,padaria e confeitaria industrializado,0.37793902276660896,accuracy_on_full,maximize
LUVA BOMPACK AMARELA P UND,luvas de borracha,0.37793902276660896,accuracy_on_full,maximize
REFRIGERANTE GUARANA ANTARCTICA PET 1L,refrigerante,0.37793902276660896,accuracy_on_full,maximize
PAO FORMA PULLMAN 480G-PC TRAD,padaria e confeitaria industrializado,0.37793902276660896,accuracy_on_full,maximize
ENERGETICO RED BULL 250ML MELANCIA,energetico,0.37793902276660896,accuracy_on_full,maximize
"LAV ROUP PO OMO LAV PERFEITA 1,6kg",lava roupas,0.37793902276660896,accuracy_on_full,maximize
BOMBOM LACTA UN S.VALSA OURO BCO,bombom,0.37793902276660896,accuracy_on_full,maximize
ALIM GATOS KITEKAT 70G  CARNE,alimento pet,0.37793902276660896,accuracy_on_full,maximize
"QUEIJO DANUBIO CREAM CHEE 150G, TRAD, .",queijo cremoso,0.37793902276660896,accuracy_on_full,maximize
DEO AER BOZZANO 90G FRESH,desodorante,0.37793902276660896,accuracy_on_full,maximize
ACHOC PO ACTIGEN-E 2.0 NESCAU PT 200G,achocolatado,0.37793902276660896,accuracy_on_full,maximize
ACHOC PO OVOMALTINE 600G FLOC CROC,achocolatado,0.37793902276660896,accuracy_on_full,maximize
LAVA ROUPA LIQ OLA ROUP ESCURAS 1L,lava roupas,0.37793902276660896,accuracy_on_full,maximize
MOLHO TOM QUERO SC 300G  TRADICIONAL,molho de tomate,0.37793902276660896,accuracy_on_full,maximize
COPO COZA COZY CINZA 275ml,copo,0.37793902276660896,accuracy_on_full,maximize
ALFACE MIMOSA UNID  UN,alface,0.37793902276660896,accuracy_on_full,maximize
CEREAL MAT NEST CRUNCH 120G SC,cereal matinal,0.37793902276660896,accuracy_on_full,maximize
BEBIDA LACT MARANGUAPE MOR SC 900g,bebida lactea,0.37793902276660896,accuracy_on_full,maximize
PRESUNTO CRU SADIA SPECIALE FATIADO 80G,presunto,0.37793902276660896,accuracy_on_full,maximize
PURE DE FRUTA MM MACA 4X113G,alimento pronto de bebe,0.37793902276660896,accuracy_on_full,maximize
CHA REAL 10G CAMOMILA,cha por infusao,0.37793902276660896,accuracy_on_full,maximize
IOGURTE DANONE YOPRO ACA 15G PR S/L 160G,iogurte,0.37793902276660896,accuracy_on_full,maximize
ESP LIMPPANO SW AMAREL 4UN,esponja,0.37793902276660896,accuracy_on_full,maximize
DOCE C/LEITE TRIANGULO PAST 400G,outro doce,0.37793902276660896,accuracy_on_full,maximize
NECTAR UVA LA FRUIT 1L,suco pronto,0.37793902276660896,accuracy_on_full,maximize
AP PRESTO3 SENSE  2UN,aparelho de barbear e depilatorio,0.37793902276660896,accuracy_on_full,maximize
GARRAFA PLASUTIL UNICORNIO ABRE FACIL,recipientes,0.37793902276660896,accuracy_on_full,maximize
SARDINHA GOMES COSTA 125G LIMAO,proteina em conserva,0.37793902276660896,accuracy_on_full,maximize
SUCO PRATS LIMONADA ADOCADA 300ML,suco pronto,0.37793902276660896,accuracy_on_full,maximize
CALCA MOL 3RS MSC PP 31409 MMOI22,calca,0.37793902276660896,accuracy_on_full,maximize
OLEO CANOLA CARREFOUR 900ML,oleo vegetal,0.37793902276660896,accuracy_on_full,maximize
QJ PARM LASCAS FAIXA AZUL 150G,queijo,0.37793902276660896,accuracy_on_full,maximize
AZEITONA VERDE PRAMESA INT DOYPACK 150G,azeitona,0.37793902276660896,accuracy_on_full,maximize
PICOLE SN 76G CREME BRULLE,picole,0.37793902276660896,accuracy_on_full,maximize
PERT P/CANJ FGO 700G NATTO 700G,carne de ave,0.37793902276660896,accuracy_on_full,maximize
ESC DENT CONDOR BASS MEDIA 35,escova de dentes,0.37793902276660896,accuracy_on_full,maximize
"CHOC BARRA HERSHEYS 87G, OVOMALTINE",chocolate,0.37793902276660896,accuracy_on_full,maximize
"PO SORVETE DR.OETKER 150g, CREME",sorvete,0.37793902276660896,accuracy_on_full,maximize
KIT DE TOALHAS 2 PCS VEGAS,toalha,0.37793902276660896,accuracy_on_full,maximize
LENTILHA CAMPO BELO 500G,lentilha,0.37793902276660896,accuracy_on_full,maximize
BISC CEREALE CACAU 170 G,biscoito,0.37793902276660896,accuracy_on_full,maximize
NHOQUE DE BATATA KG,prato pronto,0.37793902276660896,accuracy_on_full,maximize
MARGARINA QUALY C SAL PT 250g,margarina,0.37793902276660896,accuracy_on_full,maximize
SALG ELMA CHIPS STIKSY 48G,aperitivo,0.37793902276660896,accuracy_on_full,maximize
MAIONESE IMPERADOR C/ERV FIN SQUEEZ 315g,maionese,0.37793902276660896,accuracy_on_full,maximize
LTE ZL IN ITALAC  1L,leite fermentado,0.37793902276660896,accuracy_on_full,maximize
SABAO ZAVASKI COCO 200GR    190 PE   5UN,sabao em pedra,0.37793902276660896,accuracy_on_full,maximize
PACOCA DACOLONIA 170G ROLHA Z/AC,pacoca,0.37793902276660896,accuracy_on_full,maximize
PRENDEDOR ROUPA PARANA BAMBU C/10 P,prendedor de roupa,0.37793902276660896,accuracy_on_full,maximize
COBERT SORVETE CARAMELO OETKER 190G,cobertura pronta,0.37793902276660896,accuracy_on_full,maximize
SHORTS PRAIA PP 3002P PTO MPPV21,short,0.37793902276660896,accuracy_on_full,maximize
KETCHUP HEINZ TRADICIONAL 567G,ketchup,0.37793902276660896,accuracy_on_full,maximize
CALDO KNORR COSTELA 57G,caldo industrializado,0.37793902276660896,accuracy_on_full,maximize
FILE TILAPIA IQF 800  800G,peixe,0.37793902276660896,accuracy_on_full,maximize
BISC PIRAQUE ORIGINAL          PCT 138G,biscoito,0.37793902276660896,accuracy_on_full,maximize
HAMB BOV DEF PERDIGAO 672G (RB),hamburguer congelado,0.37793902276660896,accuracy_on_full,maximize
AZ OLV DIA A DIA GALLO 500ML,azeite de oliva,0.37793902276660896,accuracy_on_full,maximize
CERVEJA SKOL 300ML GFA RET,cerveja,0.37793902276660896,accuracy_on_full,maximize
DESUMID SECAR ORIG PT 180G LAVANDA,desumidificador,0.37793902276660896,accuracy_on_full,maximize
BEB ENERG MONSTER LEMON DRAGON ICE 473ML,energetico,0.37793902276660896,accuracy_on_full,maximize
GELATINA PO DR OETKER CX 20G UVA,gelatina,0.37793902276660896,accuracy_on_full,maximize
FAR LACTEA MULTIGRAOS NESTLE 380G,modificadores de leite,0.37793902276660896,accuracy_on_full,maximize
RACAO WHISKAS FILHOTES CARNE SACHE 85g,alimento pet,0.37793902276660896,accuracy_on_full,maximize
ZAMIOCULCAS P09 . PT09,plantas e sementes,0.37793902276660896,accuracy_on_full,maximize
CHOC BCO GAROTO NEGRESCO 80g,chocolate,0.37793902276660896,accuracy_on_full,maximize
CARPACCIO ANGUS CARAPRETA 200G-CX CONG,carne bovina,0.37793902276660896,accuracy_on_full,maximize
CR QJO VONO 53G CHEF,queijo cremoso,0.37793902276660896,accuracy_on_full,maximize
"SALGADINHO SANDITOS 27g, CEBOLA E SALSA",aperitivo,0.37793902276660896,accuracy_on_full,maximize
BISC NESTLE SLUIZ RECH CHOC 130G,biscoito,0.37793902276660896,accuracy_on_full,maximize
"AMACIANTE TRIEX 2L, MAX BLACK",amaciante,0.37793902276660896,accuracy_on_full,maximize
PIPOCA DOCE MAGITLEC 40G,pipoca pronta,0.37793902276660896,accuracy_on_full,maximize
SUCO OS AVENTUREIROS MORANGO 200ML,suco pronto,0.37793902276660896,accuracy_on_full,maximize
DETERGENTE PO OMO LAVAG PE REGULAR,lava roupas,0.37793902276660896,accuracy_on_full,maximize
CAFE TOR MOI 3CORACOES MOGIANA PAUL 250G,cafe,0.37793902276660896,accuracy_on_full,maximize
"DESOD SUAVE AER TAM ECON 200ml, SP FRES",desodorante,0.37793902276660896,accuracy_on_full,maximize
VINAGRE BRETAS ALCOOL COLORIDO 750ML,vinagre,0.37793902276660896,accuracy_on_full,maximize
CERA POLYLAR 750ML  INCOLOR,produto de limpeza de piso,0.37793902276660896,accuracy_on_full,maximize
BISC NESTLE COOKIE GOTAS DE CHOC    120G,biscoito,0.37793902276660896,accuracy_on_full,maximize
