nm_item,nm_product,metric_value,metric_type,optimization_goal
"SUCO PURITY SOJA 1L, PESS, .",suco pronto,0.31867378034501886,f1_macro_on_full,minimize
AMIDO MILHO APTI 1KG,amido de milho,0.31867378034501886,f1_macro_on_full,minimize
IOG NAT WHEY 21G V CAMPO 250G DOCE LEITE,iogurte,0.31867378034501886,f1_macro_on_full,minimize
MASSA TAPIOCA COOP 500G,tapioca,0.31867378034501886,f1_macro_on_full,minimize
FILE PEITO FGO CG PERDIGAO BDJ 1KG,carne de ave,0.31867378034501886,f1_macro_on_full,minimize
"DESOD AER REXONA L P- 250ML, V8, .",desodorante,0.31867378034501886,f1_macro_on_full,minimize
SORV FASCINO 1 5L  CARAMELT,sorvete,0.31867378034501886,f1_macro_on_full,minimize
TEMP SAZON DA LIGA PICANHA SC 60G,tempero pronto,0.31867378034501886,f1_macro_on_full,minimize
KIT ELSEVE SH 375ML CO 170ML-FR HYDRA DETOX,kit para cabelos,0.31867378034501886,f1_macro_on_full,minimize
"LANCHE SEARA HOT HIT 145G, CHEDDAR, .",sanduiche congelado,0.31867378034501886,f1_macro_on_full,minimize
AZUKON MR 30MG C/60 CP TORRENT,outro farma,0.31867378034501886,f1_macro_on_full,minimize
PR LP AJAX FRESH LIM BRANCO 1L,multiuso,0.31867378034501886,f1_macro_on_full,minimize
CERV AMSTEL LAGER LT 350 ML,cerveja,0.31867378034501886,f1_macro_on_full,minimize
SUCO SUMMER VIBES PESSEGO/MACA 1L,suco pronto,0.31867378034501886,f1_macro_on_full,minimize
SH SEDA JUNTINHOS TIANA CRESPOS 300ml,shampoo,0.31867378034501886,f1_macro_on_full,minimize
SOB AERADA LIM O DANUBIO 100G,iogurte,0.31867378034501886,f1_macro_on_full,minimize
PH FD DOBLE 30M  4UN,papel higienico,0.31867378034501886,f1_macro_on_full,minimize
CR DEN COLGATE ALI IMED ORIGIN 140G,creme dental,0.31867378034501886,f1_macro_on_full,minimize
COLONIA MILENA SPLASH KIDS 200ml,colonia infantil,0.31867378034501886,f1_macro_on_full,minimize
"DESOD R REXONA 50ML, ACTI, .",desodorante,0.31867378034501886,f1_macro_on_full,minimize
"SABONETE NIVEA HID 85g, AGUA COCO",sabonete,0.31867378034501886,f1_macro_on_full,minimize
ABX BEN CORT KG,abobora,0.31867378034501886,f1_macro_on_full,minimize
PEIXE CORVINA QUATRO MARES POST CONG 1Kg,peixe,0.31867378034501886,f1_macro_on_full,minimize
"PAST TIC TAC 16G, FRUT COMO TE GUSTA, .",pastilha para piso,0.31867378034501886,f1_macro_on_full,minimize
ESFIHA DE FRANGO 100GRS,prato pronto,0.31867378034501886,f1_macro_on_full,minimize
SUCO FRUIT SHOOT MORANGO 150ML,suco pronto,0.31867378034501886,f1_macro_on_full,minimize
IOGURTE POLPA NINHO 720G,iogurte,0.31867378034501886,f1_macro_on_full,minimize
AGUA OXIGEN ANTISSE 10 VOL 100ML FARMAX,agua oxigenada,0.31867378034501886,f1_macro_on_full,minimize
SIDRA CERESER CELEBRATE 660ML,sidra,0.31867378034501886,f1_macro_on_full,minimize
COXINHA ASA CONG MERC CRFO BDJ 1KG,carne de ave,0.31867378034501886,f1_macro_on_full,minimize
EMP RECHEADO PRES QJ SEARA 120G,empanado congelado,0.31867378034501886,f1_macro_on_full,minimize
"SIDRA CERESER 660ML, PESS, .",sidra,0.31867378034501886,f1_macro_on_full,minimize
"BEB CERESER GASEIF 660ML, MGO S/ALC, .",espumante,0.31867378034501886,f1_macro_on_full,minimize
BIFE FRANGO COPACOL CONG IQF 800G,carne de ave,0.31867378034501886,f1_macro_on_full,minimize
MAIONESE HELLMANNS           SACHET 800G,maionese,0.31867378034501886,f1_macro_on_full,minimize
AVE FIESTA SEARA ORG KG,carne de ave sazonal,0.31867378034501886,f1_macro_on_full,minimize
KIT GOURMET PANET FRUTAS 400G,panificacao natal,0.31867378034501886,f1_macro_on_full,minimize
KIT SPECIALITA TORR C/AMENDOIM 17G,amendoim,0.31867378034501886,f1_macro_on_full,minimize
"SAB REXONA 84G, ORCHID FRESH, .",sabonete,0.31867378034501886,f1_macro_on_full,minimize
"SAB REXONA 84G, SPORT, .",sabonete,0.31867378034501886,f1_macro_on_full,minimize
LTE PO ORGANICO 350GR,leite em po,0.31867378034501886,f1_macro_on_full,minimize
"SOPAO MAGGI 200G, GAL/MAC/LEG, .",preparo para sopa,0.31867378034501886,f1_macro_on_full,minimize
ACUC EF CAIOBA  5KG,acucar,0.31867378034501886,f1_macro_on_full,minimize
BACON SADIA FAT BDJ 250 G,carne suina,0.31867378034501886,f1_macro_on_full,minimize
LOMBO SADIA CONG KG,carne suina,0.31867378034501886,f1_macro_on_full,minimize
LAV ROUP LIQ GIR SOL COCO 3L,lava roupas,0.31867378034501886,f1_macro_on_full,minimize
"CR DENT COLG T 12, WHITENING 90G, .",creme dental,0.31867378034501886,f1_macro_on_full,minimize
G BROMOPRIDA 10MG C/20 COMP EMS,outro farma,0.31867378034501886,f1_macro_on_full,minimize
OVO CAIPIRA FILIPPSEN BDJ C/20,ovo,0.31867378034501886,f1_macro_on_full,minimize
PANO CHAO BAIANINHA CRU BRANCO 50X70,pano para limpeza,0.31867378034501886,f1_macro_on_full,minimize
MIOLO ALCAT PROMO KG,carne bovina,0.31867378034501886,f1_macro_on_full,minimize
SACOLA RETOR 905 TD SORT,sacola retornavel,0.31867378034501886,f1_macro_on_full,minimize
OLEO ALGODAO LIZA,oleo vegetal,0.31867378034501886,f1_macro_on_full,minimize
BISC.BAUDUCCO 130G TOMATE LEVISSIMO,biscoito,0.31867378034501886,f1_macro_on_full,minimize
ABS ALWAYS PR TOTAL C/8 LV  PG- NOTURNO SECA,absorvente,0.31867378034501886,f1_macro_on_full,minimize
HAMB ANGUS CARA PRETA 360G-CX C/2UN CONG,hamburguer congelado,0.31867378034501886,f1_macro_on_full,minimize
SHA E COND ELSEVE LONGOS SONHOS 545ML,shampoo,0.31867378034501886,f1_macro_on_full,minimize
MORTADELA PERDIGAO BOLOGNELLA FAT KG,mortadela,0.31867378034501886,f1_macro_on_full,minimize
"BISC NESTLE NEGR 140G, TRAD, .",biscoito,0.31867378034501886,f1_macro_on_full,minimize
GOMA DOCILE DOCIGOMA PC 190G CORACAO SORTIDO,bala,0.31867378034501886,f1_macro_on_full,minimize
GELATINA ROYAL 25GR CEREJA,gelatina,0.31867378034501886,f1_macro_on_full,minimize
BISC COOKIE INT CHOC JASMINE 150G,biscoito,0.31867378034501886,f1_macro_on_full,minimize
OVO MD VM BDJ 30 VERMEL 30UN,ovo,0.31867378034501886,f1_macro_on_full,minimize
CHA CAMOMILA COOP SL 10G,cha por infusao,0.31867378034501886,f1_macro_on_full,minimize
FUBA YOKI MIMOSO PCT 1KG,fuba,0.31867378034501886,f1_macro_on_full,minimize
"CALDO SAZON COSTELA 37,5G",caldo industrializado,0.31867378034501886,f1_macro_on_full,minimize
ANTISSEP CLOSE UP LV500 PG350ML ICE,enxaguante bucal,0.31867378034501886,f1_macro_on_full,minimize
ABS HIG S LIVRE ADAPT NO/DIA SVE C/A C/8,absorvente,0.31867378034501886,f1_macro_on_full,minimize
REFRI FANTA TUTTI FRUTTI PET 2L,refrigerante,0.31867378034501886,f1_macro_on_full,minimize
FAR MILHO CALDO BOM BCO PCT 1KG,farinha de milho,0.31867378034501886,f1_macro_on_full,minimize
FLOR ORQUIDEA DENPHALAEN,plantas e sementes,0.31867378034501886,f1_macro_on_full,minimize
/BOLO SAZONAL CHOC KG,padaria e confeitaria fresca,0.31867378034501886,f1_macro_on_full,minimize
"IOG DANONE GREG 100G, TRAD, .",iogurte,0.31867378034501886,f1_macro_on_full,minimize
FITA ADES 3M SCOTCH CORTA FACIL    45X40,fita adesiva,0.31867378034501886,f1_macro_on_full,minimize
QUEIJADINHA CARREFOUR TRAD 240G L6P5,padaria e confeitaria industrializado,0.31867378034501886,f1_macro_on_full,minimize
SABONETE LUX 120G GLICERINADO DAMA NOITE,sabonete,0.31867378034501886,f1_macro_on_full,minimize
MARGARINA ORIG C SAL BECEL PT 500G,margarina,0.31867378034501886,f1_macro_on_full,minimize
"TEMP KITANO MAIS SAB 60G, CARNE, .",tempero pronto,0.31867378034501886,f1_macro_on_full,minimize
VIN VITAL PANUL CAB TINTO 750ML,vinho importado,0.31867378034501886,f1_macro_on_full,minimize
APAR BARB PRESTOBARBA 2 FEM,aparelho de barbear e depilatorio,0.31867378034501886,f1_macro_on_full,minimize
QJ RAL LGT PARMI 50G  50G,queijo,0.31867378034501886,f1_macro_on_full,minimize
MASSA SICILIANA PASTEL ROLO     PE   2KG,macarrao,0.31867378034501886,f1_macro_on_full,minimize
PIPOCA DOCE QUIT 15g CB,pipoca para microondas,0.31867378034501886,f1_macro_on_full,minimize
MARG DELICIA PROMOCIONAL LV500 PG450G UN,margarina,0.31867378034501886,f1_macro_on_full,minimize
BATATA PRE-FRITA MCCAIN NOISET CONG 400g,vegetal congelado,0.31867378034501886,f1_macro_on_full,minimize
BALA FLOPI MORANGO 40G,bala,0.31867378034501886,f1_macro_on_full,minimize
KIWI IMP BEN 500G,kiwi,0.31867378034501886,f1_macro_on_full,minimize
IND QUEIJO PRATO DONA FORMOSA KG SN FAT,queijo,0.31867378034501886,f1_macro_on_full,minimize
COXA BIG FRANGO SOBRECOXA RESFRIADA KG,carne de ave,0.31867378034501886,f1_macro_on_full,minimize
PAO NUTRELLINHAS 300G CENOURA MANDIOQUINHA,padaria e confeitaria industrializado,0.31867378034501886,f1_macro_on_full,minimize
TOALHA ROSTO SANTISTA ANETTE TQS VER 19,toalha,0.31867378034501886,f1_macro_on_full,minimize
AGUARD PITU LT 710  710ML,cachaca,0.31867378034501886,f1_macro_on_full,minimize
TORRADA TRAD VISCONTI 120G,torrada,0.31867378034501886,f1_macro_on_full,minimize
IOG ITAMBE FIT 540G-BJ MOR/MANGA/ MARCJ/GENG/MAM,iogurte,0.31867378034501886,f1_macro_on_full,minimize
K3 MEIAS FEM INV W22 14,meia,0.31867378034501886,f1_macro_on_full,minimize
"PEDRA SAN HARPIC AR PL 25G, LAVANDA, .",pedra sanitaria,0.31867378034501886,f1_macro_on_full,minimize
GELATINA PO DR OETKER ACAI BAN CX 20G,gelatina,0.31867378034501886,f1_macro_on_full,minimize
FR TMONICA JB XG XG24,fralda,0.31867378034501886,f1_macro_on_full,minimize
DESF AQUAF PAIXAO PAIXAO 2 L,desinfetante,0.31867378034501886,f1_macro_on_full,minimize
ACUC REF CONFIARE 1KG,acucar,0.31867378034501886,f1_macro_on_full,minimize
"AMAC COMFORT CONC 1L, INT C ESSENC, .",amaciante,0.31867378034501886,f1_macro_on_full,minimize
FGO MEIO ASA SEARA 1KG,carne de ave,0.31867378034501886,f1_macro_on_full,minimize
"PAPEL HIG MILI 12X30M, FD SVE L12P11, .",papel higienico,0.31867378034501886,f1_macro_on_full,minimize
LENCO UMED PAMPERS AROMA CAMOMILA C/48,lenco umedecido,0.31867378034501886,f1_macro_on_full,minimize
TOMATE GRAPE FAZ PINHAL 300G,tomate,0.31867378034501886,f1_macro_on_full,minimize
PEIXE LUZITANIA PALOMBETA INT 1Kg,peixe,0.31867378034501886,f1_macro_on_full,minimize
BISC FERNANDES 200G S/GLU S/LAC POLVILHO,biscoito,0.31867378034501886,f1_macro_on_full,minimize
IOGURTE SALUBI NAT.ZERO ACUC.   GF  750G,iogurte,0.31867378034501886,f1_macro_on_full,minimize
VINHO CHI SANTA HELENA CAB SAUV 375ML,vinho importado,0.31867378034501886,f1_macro_on_full,minimize
PRATO CONFESTA PLAST 15CM ROSA C/10 UN,prato descartavel,0.31867378034501886,f1_macro_on_full,minimize
REFRESCO PO MID PC 20G LARANJA,preparo para suco,0.31867378034501886,f1_macro_on_full,minimize
REFRESCO PO MID PC 20G MARACUJA,preparo para suco,0.31867378034501886,f1_macro_on_full,minimize
GRAO BICO CALDO BOM PCT 500G,grao de bico,0.31867378034501886,f1_macro_on_full,minimize
GEL DENT.CLOSE UP RED HOT L3P2  TB  90GR,creme dental,0.31867378034501886,f1_macro_on_full,minimize
AGUA MIN NESTLE PUREZ VIT S/GAS FC 510ML,agua,0.31867378034501886,f1_macro_on_full,minimize
ACUCAR REF DA BARRA 1KG,acucar,0.31867378034501886,f1_macro_on_full,minimize
LINGUICA SEARA FININHA DEF A GRANEL KG,linguica,0.31867378034501886,f1_macro_on_full,minimize
ABS HIG S LIVRE ADAPT NO/DIA SEC C/A C/8,absorvente,0.31867378034501886,f1_macro_on_full,minimize
"GELATINA SANTA AMALIA 20G, ABACAXI",gelatina,0.31867378034501886,f1_macro_on_full,minimize
FILTRO PAP MELITTA 103 CX 30UN,coador,0.31867378034501886,f1_macro_on_full,minimize
"BISC ADRIA MOUSSE 130G, MORANGO/CHOCO",biscoito,0.31867378034501886,f1_macro_on_full,minimize
"MAC BASIL SEMOLADO 500G, PARAFUSO",macarrao,0.31867378034501886,f1_macro_on_full,minimize
"PIPOCA YOKI MICR, MANTEIGA 100G, .",pipoca para microondas,0.31867378034501886,f1_macro_on_full,minimize
ACAFRAO KITANO TERRA PCT 50G,outro condimento,0.31867378034501886,f1_macro_on_full,minimize
QJO AZUL FRAC KG KG,queijo,0.31867378034501886,f1_macro_on_full,minimize
"CER INF MUCILON LT 400G, ARROZ, .",cereal matinal,0.31867378034501886,f1_macro_on_full,minimize
"SOPA MAGGI 78G, QUEIJO, .",preparo para sopa,0.31867378034501886,f1_macro_on_full,minimize
OVO MATIQUEIRA CODORNA BDJ 30UN,ovo,0.31867378034501886,f1_macro_on_full,minimize
ESC DENT COLGATE SLIM SOFT BLACK C4,escova de dentes,0.31867378034501886,f1_macro_on_full,minimize
LAVA ROUPA LIQ OMO PURO CUIDADO RF 900ML,lava roupas,0.31867378034501886,f1_macro_on_full,minimize
MISTURA P/BOLO DR.OETKER FORMIGUEIR 400g,preparo para bolo,0.31867378034501886,f1_macro_on_full,minimize
"TEMP KNORR MEU ASSADO 25G, LIM/OREG, .",tempero pronto,0.31867378034501886,f1_macro_on_full,minimize
DOCE YOKI PE DE MOLEQUE 800G,doce de amendoim,0.31867378034501886,f1_macro_on_full,minimize
UVA PRETA S SMT NATURAL FLAVORS 500G,uva,0.31867378034501886,f1_macro_on_full,minimize
DESOD SANIT GEL ADE MARINE PATO RF 38G,desodorante,0.31867378034501886,f1_macro_on_full,minimize
"CAFE 3 CORACOES 500G TOR/MOID, EXT FORTE",cafe,0.31867378034501886,f1_macro_on_full,minimize
CR LEITE LATVIDA kg,creme de leite,0.31867378034501886,f1_macro_on_full,minimize
CHOC TAB SHOT LACTA 90G,chocolate,0.31867378034501886,f1_macro_on_full,minimize
DESOD SAN PATO CX ACOPLADA 40G PINH,desodorante,0.31867378034501886,f1_macro_on_full,minimize
ESPAG URBANO ARROZ INTEGRAL S/GLUTEN 500,macarrao,0.31867378034501886,f1_macro_on_full,minimize
GRAO DE BICO CAMIL 500G,grao de bico,0.31867378034501886,f1_macro_on_full,minimize
BIFE ANCHO RESF,carne bovina,0.31867378034501886,f1_macro_on_full,minimize
PANO LIMPEZA ESFREBOM MULTIUSO VM C/5,pano para limpeza,0.31867378034501886,f1_macro_on_full,minimize
SHAMPOO COND.N.GOLD COMP.FORTES CJ 450ML,kit para cabelos,0.31867378034501886,f1_macro_on_full,minimize
ACEM BOV CG IQF 800G BEST BEEF,carne bovina,0.31867378034501886,f1_macro_on_full,minimize
BEB LACT BATAVO PENSE ZERO MOR Z/L  850G,bebida lactea,0.31867378034501886,f1_macro_on_full,minimize
CDS ESPUM NAC MOSCATEL 750ML,espumante,0.31867378034501886,f1_macro_on_full,minimize
ENX BUCAL LISTERINE ZERO MINT 250ML,enxaguante bucal,0.31867378034501886,f1_macro_on_full,minimize
REFRIG CONTI COLA PET 2L,refrigerante,0.31867378034501886,f1_macro_on_full,minimize
"CR DENT ORAL B KIDS 50G, MICKEY, .",creme dental,0.31867378034501886,f1_macro_on_full,minimize
CAFE SOLUV CLASSICO IGUACU VD 100g,cafe,0.31867378034501886,f1_macro_on_full,minimize
LTE SD FRIMESA TMP . 1L,leite,0.31867378034501886,f1_macro_on_full,minimize
SALONPAS ADESIVO GRANDE C 02 UNIDADES HI,outro farma,0.31867378034501886,f1_macro_on_full,minimize
BEB LACTEA NESTLE 200ML FARINHA LACTEA,bebida lactea,0.31867378034501886,f1_macro_on_full,minimize
LIMP MR MUSCULO BANHEIRO 500ML 20  DES,multiuso,0.31867378034501886,f1_macro_on_full,minimize
BOMBOM GAROTO SORTIDOS 250G,bombom,0.31867378034501886,f1_macro_on_full,minimize
ESPJ SCOTH BRITE EXTREMA  LV4 PG 3,esponja,0.31867378034501886,f1_macro_on_full,minimize
FILE DE TILAPIA SEARA 600G,peixe,0.31867378034501886,f1_macro_on_full,minimize
MAIONESE HELLMANNS 750G SQUEEZE,maionese,0.31867378034501886,f1_macro_on_full,minimize
CALDO MAGGI CARNE PO              CX 35G,caldo industrializado,0.31867378034501886,f1_macro_on_full,minimize
BISC DOCE VIDA RECH MORANGO 0 AC    120G,biscoito,0.31867378034501886,f1_macro_on_full,minimize
CANJIQUINHA KISABOR  500G,canjica,0.31867378034501886,f1_macro_on_full,minimize
ERVILHA VEGeTAL SADIA 300G CONG,vegetal congelado,0.31867378034501886,f1_macro_on_full,minimize
CHA LEAO CAPIM CIDREIRA 15G,cha por infusao,0.31867378034501886,f1_macro_on_full,minimize
PAO DELICIAS TRIGO BANANA E AVEIA 380G,padaria e confeitaria industrializado,0.31867378034501886,f1_macro_on_full,minimize
"IOG DANONE NATURAL 160G, INT, .",iogurte,0.31867378034501886,f1_macro_on_full,minimize
ALIM CAES BALANCE ADUL PREM CARN M G 1KG,alimento pet,0.31867378034501886,f1_macro_on_full,minimize
PILHA ALC AA L4P3 PANASONIC,pilha,0.31867378034501886,f1_macro_on_full,minimize
OVO CAIPIRA VRM C 12 12UN,ovo,0.31867378034501886,f1_macro_on_full,minimize
"AP BARB PRESTO3 L4P3UN, REGULAR, .",aparelho de barbear e depilatorio,0.31867378034501886,f1_macro_on_full,minimize
AMENDOIM CRU CAMPO BELO 500G,amendoim,0.31867378034501886,f1_macro_on_full,minimize
LUVA LIMPPANO AMARELA M,luvas de borracha,0.31867378034501886,f1_macro_on_full,minimize
BISC C GERGEL ISABEL  400G,biscoito,0.31867378034501886,f1_macro_on_full,minimize
BISC WAFER TODDY 94G CHOC MORAN,biscoito,0.31867378034501886,f1_macro_on_full,minimize
HOTHIT SEAR CHED  145G,sanduiche congelado,0.31867378034501886,f1_macro_on_full,minimize
FLAN NESTLE CARAMELO 200g,sobremesa pronta resfriada,0.31867378034501886,f1_macro_on_full,minimize
QJ MINAS FCO PEDRA SELADA LIGHT,queijo,0.31867378034501886,f1_macro_on_full,minimize
IOG NESTON LIQ MACA/BANANA 850g,iogurte,0.31867378034501886,f1_macro_on_full,minimize
SALAMINHO TP ITALIANO 80 GR,salame,0.31867378034501886,f1_macro_on_full,minimize
OLEO COCAMAR SOJA PET 900ML,oleo vegetal,0.31867378034501886,f1_macro_on_full,minimize
MASSA TAPIOCA DA TERRINHA 1KG,tapioca,0.31867378034501886,f1_macro_on_full,minimize
IND MINI PANETONE 80G SN CLASSICO,panificacao natal,0.31867378034501886,f1_macro_on_full,minimize
IND BOLO SN 300G BAUNILHA,padaria e confeitaria fresca,0.31867378034501886,f1_macro_on_full,minimize
LEITE SEMI DESNATADO LEVINHO 1L,leite,0.31867378034501886,f1_macro_on_full,minimize
SUCO MISTO PINK LIMON NAT ONE 900ML,suco pronto,0.31867378034501886,f1_macro_on_full,minimize
AGUA COCO DUCOCO TP1L,agua de coco,0.31867378034501886,f1_macro_on_full,minimize
ESCOVA LIMPEZA CRFH HO142717,escova de limpeza,0.31867378034501886,f1_macro_on_full,minimize
LIMP PERFUMADO COALA ALGODAO 120ML,multiuso,0.31867378034501886,f1_macro_on_full,minimize
"CAFE ALVORADA 500G, TRAD VAC, .",cafe,0.31867378034501886,f1_macro_on_full,minimize
PAO SOVADO 400G,padaria e confeitaria industrializado,0.31867378034501886,f1_macro_on_full,minimize
ESPUMANTE SALTON SERIES 750 ML DEMI-SEC,espumante,0.31867378034501886,f1_macro_on_full,minimize
CR DENT COLGATE MPA 3X180G,creme dental,0.31867378034501886,f1_macro_on_full,minimize
GOMA TUBO DORI 3X32G  FRUTAS SORTIDAS,bala,0.31867378034501886,f1_macro_on_full,minimize
CHOC LACTA CACAU 60  ORIGINAL 85G,chocolate,0.31867378034501886,f1_macro_on_full,minimize
MORT S/T FT EXC 180G PR 180G,mortadela,0.31867378034501886,f1_macro_on_full,minimize
TIC TAC LARANJA 49GR,pastilha para piso,0.31867378034501886,f1_macro_on_full,minimize
SAB LIQ ANTIBAC CRF SOFT VIT E 250ML,sabonete liquido,0.31867378034501886,f1_macro_on_full,minimize
"TEMP MAGGI TEMP E SAB 50G, LEG, .",tempero pronto,0.31867378034501886,f1_macro_on_full,minimize
FERM QUIM NORDESTE 100G,fermento,0.31867378034501886,f1_macro_on_full,minimize
CAFE SOLUVEL SACHE MATINAL NESCAFE 24X40,cafe,0.31867378034501886,f1_macro_on_full,minimize
"SH PANTENE 400ML, REST, .",shampoo,0.31867378034501886,f1_macro_on_full,minimize
LIMP DESINF VIM 700ML CLORO GEL LAVANDA,desinfetante,0.31867378034501886,f1_macro_on_full,minimize
AMACIANTE YPE CONC. DELICADO    SH   1LT,amaciante,0.31867378034501886,f1_macro_on_full,minimize
CHIC TRIDENT INTENSE XFRESH 8G,goma de mascar,0.31867378034501886,f1_macro_on_full,minimize
TOALHA CASA IN.VIS.ABILITY BCO   AV  1UN,toalha,0.31867378034501886,f1_macro_on_full,minimize
SNACK ORG TRIBOS CEB 50G,aperitivo,0.31867378034501886,f1_macro_on_full,minimize
HAMB SEAR FG CAT 672G,hamburguer congelado,0.31867378034501886,f1_macro_on_full,minimize
PACK TORRONE 60GR,outro doce,0.31867378034501886,f1_macro_on_full,minimize
PAO FORMA S CASCA PULLMAN 450G,padaria e confeitaria industrializado,0.31867378034501886,f1_macro_on_full,minimize
DESOD ROLL DOVE S PERF MEN 50ML,desodorante,0.31867378034501886,f1_macro_on_full,minimize
LIMPADOR VEJA PERF 500ML 30PC DESC BEM ESTAR,multiuso,0.31867378034501886,f1_macro_on_full,minimize
ALIM CAO PEDIGREE 100G AD 7  CARNE,alimento pet,0.31867378034501886,f1_macro_on_full,minimize
AMENDOIM T S SAL 350  350G,amendoim,0.31867378034501886,f1_macro_on_full,minimize
SACHE CAO DCHOW FRANGO FILHOTE 15 X100G,alimento pet,0.31867378034501886,f1_macro_on_full,minimize
POLENTA PALITO PRATIGEL 400G,outro congelado,0.31867378034501886,f1_macro_on_full,minimize
ACELGA UNIDADE,acelga,0.31867378034501886,f1_macro_on_full,minimize
MILHO VERDE BAND 900G,milho verde em conserva,0.31867378034501886,f1_macro_on_full,minimize
AG S LOUREN CG 510ML,agua,0.31867378034501886,f1_macro_on_full,minimize
COND SEDA BABOSA/OLEO COCO 325ml,condicionador,0.31867378034501886,f1_macro_on_full,minimize
G GLICLAZIDA 60MG C 60 COMP EMS,outro farma,0.31867378034501886,f1_macro_on_full,minimize
SH INF PALMOLIVE CABELOS CACHEADOS 350ML,shampoo infantil,0.31867378034501886,f1_macro_on_full,minimize
REDOXON 2G LIMA LIMAO C/10 CP EFER BAYER,outro farma,0.31867378034501886,f1_macro_on_full,minimize
HIDRAT GELEIA DE VASELINA VASEMAX  25G,creme corporal,0.31867378034501886,f1_macro_on_full,minimize
ESPONJA SCOTH BRITE 3M LV 4 PG 3,esponja,0.31867378034501886,f1_macro_on_full,minimize
OLEO GI SUAVIT  900ML,oleo vegetal,0.31867378034501886,f1_macro_on_full,minimize
AMPOLA MISTURINHA PANTENE HIDRAT 15ML,tratamento capilar,0.31867378034501886,f1_macro_on_full,minimize
CHOC PECCIN TRENTO DUO 32G BAUN /CHOC BCO,chocolate,0.31867378034501886,f1_macro_on_full,minimize
PAO DOCE CARIOCA  1KG,padaria e confeitaria fresca,0.31867378034501886,f1_macro_on_full,minimize
BISC WAFER TRIUNFO 105G CHOCO AVELA,biscoito,0.31867378034501886,f1_macro_on_full,minimize
TQ SUCO DE TANGERINA 1 LITRO,suco pronto,0.31867378034501886,f1_macro_on_full,minimize
LEITE FERM ITAMBE S/LACT 450G,leite fermentado,0.31867378034501886,f1_macro_on_full,minimize
QJO FUND TRAD POLENGHI 68G,queijo,0.31867378034501886,f1_macro_on_full,minimize
CEVADA SUPER BOM 500G,cafe,0.31867378034501886,f1_macro_on_full,minimize
PAPEL TOALHA BCO PETALAS M USO 2UN,papel toalha,0.31867378034501886,f1_macro_on_full,minimize
TINT COR E TON MINI KIT 1.0 PR,tintura e descolorante,0.31867378034501886,f1_macro_on_full,minimize
SANY D 10.000 UI C 04 COMPRIMIDOS ACHE,outro farma,0.31867378034501886,f1_macro_on_full,minimize
DOCE LEITE MU MU PT 350G TRADICIONAL,outro doce,0.31867378034501886,f1_macro_on_full,minimize
MAIONESE HELLMANNS 335G-SQZ TEMP CEBOLA,maionese,0.31867378034501886,f1_macro_on_full,minimize
SAB ALMA FLORES 130G,sabonete,0.31867378034501886,f1_macro_on_full,minimize
CALDO ARISCO BACON 57G,caldo industrializado,0.31867378034501886,f1_macro_on_full,minimize
/BOLO BEIJINHO KG,padaria e confeitaria fresca,0.31867378034501886,f1_macro_on_full,minimize
