nm_item,nm_product,metric_value,metric_type,optimization_goal,l0_indices_str
"MAC RENATA S/G 500G, ESPAG 8, .",macarrao,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
"MAC GALO SEMOLA 500G, FURAD 5, .",macarrao,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
"LIMP PISO DESTAC DIRETO 750ml, FOLHA OUT",produto de limpeza de piso,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
VIN CANCAO TTO SECO 750ml,vinho nacional,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
ASA DE GALINHA FRAGNANI         BD   1KG,carne de ave,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
BISC MARILAN DISTRACAO PC 320G CHOC/CHOC BCO,biscoito,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
IOG NESTLE NINHO BANANA/MACA 170G,iogurte,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
COLA BASTAO CIS FIX             FC   8GR,cola,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
MANT SS DAVACA 200G,manteiga,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
MINI BOLO LIGHT CHOCOLATE CHOC 40G,padaria e confeitaria industrializado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
BISC INT ADRIA PLUS LIFE FRUTA VERM 130G,biscoito,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
FR CREMER HIPER XG 52UND,fralda,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
IOG NAT NESTLE 170G  NATURAL,iogurte,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
SEMENTE CEBOLINHA FELTRIN,plantas e sementes,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
FRALDA GERIAMAX ADULTO XG C/7,fralda,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
FR BABY PROTECT C28,fralda,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
"BISC MARILAN DISTR 360G, CHOC, .",biscoito,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
AGUARDENTE CANINHA SERTANEJA 500ML,cachaca,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
BISC NESTLE BONO RECH TORTA LIMAO 109g,biscoito,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
TEMP PREMIUM MR MAKER PAP DEFUMA PT 110G,tempero pronto,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
SACOLA PRESENTE MED.DOURADA EST.AV   1UN,embalagem de presente,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PAO FRUTA CASTANHA JASMINE 350G,padaria e confeitaria industrializado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
SABON PALMOLIVE NATUR 85G ESFOL/DEL/JASM,sabonete,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PAO FORMA PULLMAN 320G BCO,padaria e confeitaria industrializado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PACK EXTRE/NRISCA PK MISTO C/10UNID,esponja,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
QUEIJO PRESIDENT MAASDAM            160G,queijo,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
CR DENTAL CESTA BASICA Ni  1,creme dental,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
"BOLO PLUSVITA 250g, CHOC",padaria e confeitaria industrializado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
BISC CLUB SOCIAL PACK 288G  INTEGRAL,biscoito,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
