nm_item,nm_product,metric_value,metric_type,optimization_goal,l0_indices_str
PAPRICA DOCE DEFUMADA SOL DOS ANDES,outro condimento,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
PANETTONE SEVEN BOYS 400G GOTA CHOC,panificacao natal,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
FILTRO PAPEL 3 CORACOES 103 C/30,coador,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
MISTURA PARA BOLO LARANJA 400G,preparo para bolo,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
"IOG FERMENT AD ACTIMEL 600G, MOR",iogurte,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
LEITE LEITISSIMO 1L PET INTEGRAL,leite,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
DESOD AERO NIVEA MEN ORIG PROTECT 150ML,desodorante,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
HAMB VEG CONG NOTCO NOT CHICKEN BUR 200G,carne vegetal,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
MAIONESE FUGINI ORIG SACHE C/BICO 180g,maionese,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
FARINHA DAGUA COLIBRI 1kg,aveia e seus derivados,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
CANELA CASCA ANGELICA 10G,canela,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
ATUM PALMEIRA RALADO AO OLEO LT 170g,proteina em conserva,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
PUDIM DIET DR OETKER BAUN 25g,preparo para pudim,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
GOIABADA LISA STELLA DORO KG P/CORTE,goiabada,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
"SABONETE JOHNSONS BAB 80G, OLEO AMEND",sabonete infantil,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
PRE PIZZA RISSUL 150g,pizza congelada,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
SANDUIICHE PAO ESPECIAL SALAME,prato pronto,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
"DES AERO BOZ 90G, EXTREME",desodorante,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
MAIONESE HEMMER 930G,maionese,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
BOLACHA AMANTEIGADA DO SERTAO 250G,biscoito,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
CREME FACIAL HIDRAT NIVEA NOTURNO 100G,produto facial,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
PIZZA REZENDE FGO C/REQUEIJAO   CX  400G,pizza congelada,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
MILHO PIP. KANTY MO NATURAL     PE 100GR,pipoca para microondas,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
PANET BAUDUC 500G MAXI CHOCOTTONE,panificacao natal,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
PACOCA AMOR 30X18G,pacoca,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
SOPA MAND CEB SALSA VONO 17G,preparo para sopa,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
K-Y ULTRAGEL HOT 50G,outro farma,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
DESOD AERO GIOVANNA BABY BLUE 150ML 2UN,desodorante,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
"BISC RICHESTER AMORI WAF 100g, MOUS LIM",biscoito,0.1085535118726659,accuracy_on_full,minimize,"187905,199174,142343,195085,224790,42519,8222,70182,202306,246340,216659,222806,75864,201310,61541,62567,79463,199273,213106,10356,44148,224379,6785,18565,55944,48264,111248,69778,81047,122007,141977,189083,26270,41123,174244,229027,159912,86187,171180,17582,47285,91324,116924,194240,66244,185541,223436,46798,34515,60118,173280,236770,247522,42726,129767,43756,166125,96495,119025,162045,131840,195332,141574,145164,115991,101149,178461,43813,216397,73042,51558,185200,58229,38780,215425,202631,65415,81807,183194,146332,112541,171941,128938,52142,212401,28597,67006,167359,237508,205256,211406,7633,70097,69600,211938,6120,6126,59890,73715,208381"
