nm_item,nm_product,metric_value,metric_type,optimization_goal
"SH DOVE 670ML GTS 170ML, OL NUTR, .",shampoo,0.7982026241687137,accuracy_on_full,maximize
"REFRESC MAGRO 8G, ABACAXI, .",preparo para suco,0.7982026241687137,accuracy_on_full,maximize
SH SEDA 325ML CACHOS DEF,shampoo,0.7982026241687137,accuracy_on_full,maximize
BEB MIST SKOL BEATS 269ML ZODIAC ELEM AGUA,bebida mista,0.7982026241687137,accuracy_on_full,maximize
FEIJAO CARIOCA VENCEDOR T1 1KG,feijao,0.7982026241687137,accuracy_on_full,maximize
ARR PBO TORDILHO  1KG,arroz,0.7982026241687137,accuracy_on_full,maximize
"INSET SBP RF 45 NOITES GTS AP, ANTIAEDES",repelente,0.7982026241687137,accuracy_on_full,maximize
"CHOC MILKA, CARAMEL 100G, .",chocolate,0.7982026241687137,accuracy_on_full,maximize
PANETT ALPINO NESTLE NAC 400G,panificacao natal,0.7982026241687137,accuracy_on_full,maximize
PROT LABIAL LIP ICE PFS 15 MORANGO,produto labial,0.7982026241687137,accuracy_on_full,maximize
FIO DENTAL SANIFILL CLASS 100M,fio dental,0.7982026241687137,accuracy_on_full,maximize
OLEO ALGODAO LIZA              PET 900ML,oleo vegetal,0.7982026241687137,accuracy_on_full,maximize
"GOMA MASC MENTOS PURE 8,5G UN FRUIT",goma de mascar,0.7982026241687137,accuracy_on_full,maximize
"CR BARB BOZZANO 65G, PELE SENS, .",espuma ou gel de barbear,0.7982026241687137,accuracy_on_full,maximize
SORV MENTA CHIPS COOP 1.5L,sorvete,0.7982026241687137,accuracy_on_full,maximize
CHOC TAB HERSHEYS COOKIE N CREME 87G,chocolate,0.7982026241687137,accuracy_on_full,maximize
REFIL SABON LIQ LUX BUQUE JASMIM   200ML,sabonete,0.7982026241687137,accuracy_on_full,maximize
"REFRIG PEPSI 2L, COLA, .",refrigerante,0.7982026241687137,accuracy_on_full,maximize
PAO FORMA INTEGRAL SEM CASCA 450G,padaria e confeitaria industrializado,0.7982026241687137,accuracy_on_full,maximize
FAROFA CALDO BOM 400G MIX MILHO E MANDIOCA,farofa pronta,0.7982026241687137,accuracy_on_full,maximize
"REFRIG PEPSI 350ML, TWIST COLA, .",refrigerante,0.7982026241687137,accuracy_on_full,maximize
REQ LIGHT PDC 400G 400G,requeijao,0.7982026241687137,accuracy_on_full,maximize
NC TIAL PESSEG 200ML 200ML,suco pronto,0.7982026241687137,accuracy_on_full,maximize
CAFE NESCAFE SOLUVEL CREM LT 150G,cafe,0.7982026241687137,accuracy_on_full,maximize
ARROZ CAMIL PARB TP1 PCT 5KG,arroz,0.7982026241687137,accuracy_on_full,maximize
G PANTOPRAZOL 40MG C/42 COMP EMS,outro farma,0.7982026241687137,accuracy_on_full,maximize
HID FAC GEL NIVEA 100G-PT,creme corporal,0.7982026241687137,accuracy_on_full,maximize
DROP S HALL S C/3  EXTRA FORTE,bala,0.7982026241687137,accuracy_on_full,maximize
"LEITE FERM ACTIVIA C MAN 170g, AM/MAM",iogurte,0.7982026241687137,accuracy_on_full,maximize
FILE DE TILAPIA EMPANADO SWIFT 500G,peixe,0.7982026241687137,accuracy_on_full,maximize
PAPEL HIG MILI SENS FD 30M C40 L P- NEUTRO,papel higienico,0.7982026241687137,accuracy_on_full,maximize
FILE PEITO FGO CONG SADIA 1KG,carne de ave,0.7982026241687137,accuracy_on_full,maximize
BISC AMENDOIM CHOCO 300G,biscoito,0.7982026241687137,accuracy_on_full,maximize
BISC BAUDUCCO COOKIES ORIGINAL PCT 100G,biscoito,0.7982026241687137,accuracy_on_full,maximize
YAKISSOBA 400G,preparo de alimento,0.7982026241687137,accuracy_on_full,maximize
ROSEIRA MINI PRE P14  PT14,plantas e sementes,0.7982026241687137,accuracy_on_full,maximize
MAC INST LAMEN NISSIN CAMARAO ALHO 85G,macarrao,0.7982026241687137,accuracy_on_full,maximize
"CERV EISENBAHN 355ML, WEIZENBIER, .",cerveja,0.7982026241687137,accuracy_on_full,maximize
PAO FORMA NUTRELLA 350G CAST PARA/QUINOA,padaria e confeitaria industrializado,0.7982026241687137,accuracy_on_full,maximize
CERVEJA PABST BLUE RIBBON 350ML LT AMERI,cerveja,0.7982026241687137,accuracy_on_full,maximize
"PIZZA SADIA 440G, MUSSARELA",pizza congelada,0.7982026241687137,accuracy_on_full,maximize
PRESUNTO PERDIGAO MAGRO OVAL PEC KG,presunto,0.7982026241687137,accuracy_on_full,maximize
BACON REZENDE MANTA PEC KG,carne suina,0.7982026241687137,accuracy_on_full,maximize
REQ CREM SABOR CHEDA 250G,requeijao,0.7982026241687137,accuracy_on_full,maximize
TABUA RETANGULAR 41 1 PC,outro utensilio de cozinha,0.7982026241687137,accuracy_on_full,maximize
"ALVEJ VANISH LIQ SCH 500ML, PINK, .",alvejante,0.7982026241687137,accuracy_on_full,maximize
OLEO GI LILAS,oleo vegetal,0.7982026241687137,accuracy_on_full,maximize
BISC SALG DELICIOSO PANCO 500G,biscoito,0.7982026241687137,accuracy_on_full,maximize
BATATA PALHA BRETAS TRADICIONAL 250g,vegetal em palha,0.7982026241687137,accuracy_on_full,maximize
CRAVO INDIA KISABOR  35G,cravo da india,0.7982026241687137,accuracy_on_full,maximize
FRANGO SEARA PADARIA C/CERVEJA CONG   KG,carne de ave,0.7982026241687137,accuracy_on_full,maximize
LING CALAB S-ISIDOR  450G,linguica,0.7982026241687137,accuracy_on_full,maximize
REFRESCO PO GOIABA MID 20G,preparo para suco,0.7982026241687137,accuracy_on_full,maximize
FLANELA FLANEX LIMPPANO C3,pano para limpeza,0.7982026241687137,accuracy_on_full,maximize
"SOBREM BATAVO 200G, FLAN FTS VERM, .",sobremesa pronta resfriada,0.7982026241687137,accuracy_on_full,maximize
CREME LEITE DAMARE LEVE 200G,queijo,0.7982026241687137,accuracy_on_full,maximize
CHIA GRAOS JASMINE 120G,sementes,0.7982026241687137,accuracy_on_full,maximize
FILE PEITO FGO PIONEIRO S/OS S/PELE 1Kg,carne de ave,0.7982026241687137,accuracy_on_full,maximize
LEITE L V UAI INTEGRAL 1LT,leite,0.7982026241687137,accuracy_on_full,maximize
MEL COOP ORG BISN 270G,mel,0.7982026241687137,accuracy_on_full,maximize
CHOC NESTLE CHOKITO AO LEITE BR 32G,chocolate,0.7982026241687137,accuracy_on_full,maximize
ASA FGO RES BDJ 700G MAURIC 700G,carne de ave,0.7982026241687137,accuracy_on_full,maximize
"CR DENT COLG T 12, WHITENING 90G, .",creme dental,0.7982026241687137,accuracy_on_full,maximize
BISC WAFER TODDY CHOCOLATE TRUFAD 94G,biscoito,0.7982026241687137,accuracy_on_full,maximize
MUSCULO BV ATEND KG,carne bovina,0.7982026241687137,accuracy_on_full,maximize
"CR DENT CLOSE UP GEL 90G, EUCALYPTO, .",creme dental,0.7982026241687137,accuracy_on_full,maximize
"BISC BAUDUCCO GULOS 140G, DUPLO CHOC, .",biscoito,0.7982026241687137,accuracy_on_full,maximize
CHA CAPIM CIDREIRA LEAO 15G,cha por infusao,0.7982026241687137,accuracy_on_full,maximize
CR DENT PREVENT ANTI-PLACA PREVENT 90G,creme dental,0.7982026241687137,accuracy_on_full,maximize
"CHA TWININGS 20G, FTS SILVEST, .",cha pronto,0.7982026241687137,accuracy_on_full,maximize
HOT POCKET X CHEDDAR CREM.SADIA PE  145G,sanduiche congelado,0.7982026241687137,accuracy_on_full,maximize
FIO DENTAL CONDOR L50P25M MENTA,fio dental,0.7982026241687137,accuracy_on_full,maximize
AGUA TONICA ANTARTICA 3 LIMOES 269ML,agua tonica,0.7982026241687137,accuracy_on_full,maximize
SABON LUX BUQUE JASMIM 85G LV  PG- C/4,sabonete,0.7982026241687137,accuracy_on_full,maximize
SUKITA  2L,refrigerante,0.7982026241687137,accuracy_on_full,maximize
FLOCAO MILHO SAO BRAZ NAO TRANSGEN 500g,floco de milho,0.7982026241687137,accuracy_on_full,maximize
"AMACIANTE YPE L2P1.6L, ACONCHEGO",amaciante,0.7982026241687137,accuracy_on_full,maximize
"MANTEIGA BATAVO TBL 200G, C/SAL, .",manteiga,0.7982026241687137,accuracy_on_full,maximize
SAB PROTEX MEN SPORT 85G,sabonete,0.7982026241687137,accuracy_on_full,maximize
"REFRIG ANTARCTIC 600ML, SODA LIM, .",refrigerante,0.7982026241687137,accuracy_on_full,maximize
FERMENTO BIO FLEISCHMAN L3P2 PCT 3x10G,fermento,0.7982026241687137,accuracy_on_full,maximize
PAO FORMA PULLMAN 450G GRAOS CAST 100 INTEGRAL,padaria e confeitaria industrializado,0.7982026241687137,accuracy_on_full,maximize
PAO ALHO BAG TRADIC  300G,padaria e confeitaria industrializado,0.7982026241687137,accuracy_on_full,maximize
VITAMINA D DROPY D NQ 7.000UI 10 cpr,outro farma,0.7982026241687137,accuracy_on_full,maximize
"MAIONESE HELLMANNS PT 500G, LIGHT, .",maionese,0.7982026241687137,accuracy_on_full,maximize
CIG WINSTON PURPLE MINT,cigarro,0.7982026241687137,accuracy_on_full,maximize
VITAMINA D DROPY D NQ 50.000UI 8 cpr,outro farma,0.7982026241687137,accuracy_on_full,maximize
SALSICHA SADIA HOT DOG 500G,salsicha,0.7982026241687137,accuracy_on_full,maximize
G ACIDO VALPROICO 250MG C  25 CP BIOLAB,outro farma,0.7982026241687137,accuracy_on_full,maximize
"NUGGETS SADIA 300G, FGO TRAD, .",empanado congelado,0.7982026241687137,accuracy_on_full,maximize
AMAC ROUPA CONC DOWNY BRISA VERAO 500ML,amaciante,0.7982026241687137,accuracy_on_full,maximize
LTE PO NINHO INTEGRAL LT 400G,leite em po,0.7982026241687137,accuracy_on_full,maximize
CERVEJA LOHN BIER LAGUNA P.M    GF 600ML,cerveja,0.7982026241687137,accuracy_on_full,maximize
KIT SPECIALITA MACARRAO ESP 200G,macarrao,0.7982026241687137,accuracy_on_full,maximize
COMPOSTO LACTEO NINHO FASES 1MAIS 24X400,leite em po,0.7982026241687137,accuracy_on_full,maximize
CB MINI MS FNHA MAND  1KG,farinha de mandioca,0.7982026241687137,accuracy_on_full,maximize
COOKIES MAXI 96G,biscoito,0.7982026241687137,accuracy_on_full,maximize
COLHER REF.TR C/10 TRANSP 10UN,talher,0.7982026241687137,accuracy_on_full,maximize
KIT SPECIALITA MINI BOLO GOT CH 40G,padaria e confeitaria industrializado,0.7982026241687137,accuracy_on_full,maximize
SACOLA RETOR 901 BIG SORT,sacola retornavel,0.7982026241687137,accuracy_on_full,maximize
"CAFE PILAO 500G, INTEN VAC, .",cafe,0.7982026241687137,accuracy_on_full,maximize
QUEIJO MUSSARELA DELLA VIT INT. AV    KG,queijo,0.7982026241687137,accuracy_on_full,maximize
"HAMB SEARA CX672G, TEXAS, .",hamburguer congelado,0.7982026241687137,accuracy_on_full,maximize
FGO INT CG KG 1 KG,carne de ave,0.7982026241687137,accuracy_on_full,maximize
DETERG LIQ LIMPOL 500ML C/6 L P- CRISTAL,detergente,0.7982026241687137,accuracy_on_full,maximize
CERV EISENBAHN IPA 355ml,cerveja,0.7982026241687137,accuracy_on_full,maximize
VH CHI D DOMINGA RES 4 CEPAS 750ML,vinho importado,0.7982026241687137,accuracy_on_full,maximize
CESTA SUPREME TOR C/AMENDOIM 17G,cesta basica,0.7982026241687137,accuracy_on_full,maximize
LAGARTO TRAD RESF,carne bovina,0.7982026241687137,accuracy_on_full,maximize
SAB. REXONA ANTIBAC.LIM.PROF.   PE  84GR,sabonete,0.7982026241687137,accuracy_on_full,maximize
ACHOC PO NESCAU LIGHT 400G,achocolatado,0.7982026241687137,accuracy_on_full,maximize
GELATINA SOL MORANGO VERM 25G,gelatina,0.7982026241687137,accuracy_on_full,maximize
LEITE UHT INTEGRAL PIRACANJUBA TAMPA 1L,leite,0.7982026241687137,accuracy_on_full,maximize
TRENZINHO DO COELHO 55G,ovo de pascoa,0.7982026241687137,accuracy_on_full,maximize
BISC OREO RECH CHOC 36G,biscoito,0.7982026241687137,accuracy_on_full,maximize
CAMARAO CRU DESCASCADO COSTA SUL 400G,fruto do mar,0.7982026241687137,accuracy_on_full,maximize
CHIPS FHOM BATATA DOCE           PCT 45G,aperitivo,0.7982026241687137,accuracy_on_full,maximize
VH ESP TTO GRAN TESORO GARN 750ML,vinho importado,0.7982026241687137,accuracy_on_full,maximize
"BISC OREO 144G, RECH CHOC, .",biscoito,0.7982026241687137,accuracy_on_full,maximize
BEB AMENDOA NUTS ZERO ORIGINAL 1L,outra bebida vegetal,0.7982026241687137,accuracy_on_full,maximize
"SABAO LIQ OMO FC 3L, PODER ACELERADOR, .",lava roupas,0.7982026241687137,accuracy_on_full,maximize
ALGODAO BOLAS COLOR 50G,algodao,0.7982026241687137,accuracy_on_full,maximize
CR DENT COLGATE NEUTRACUCAR 70G L3P2,creme dental,0.7982026241687137,accuracy_on_full,maximize
GUARDANAPO PRAT MAIS 22X23,guardanapo,0.7982026241687137,accuracy_on_full,maximize
FILE MIGNON SUINO SADIA S/OS FAT CG 800g,carne suina,0.7982026241687137,accuracy_on_full,maximize
CAPSULA CAFE LUNGO DOLCE GUSTO 112G,cafe,0.7982026241687137,accuracy_on_full,maximize
LING SEARA MISTA DEF FININHA 215g,linguica,0.7982026241687137,accuracy_on_full,maximize
ALIM NTLE MUCILO M-CERE 230G,cereal infantil ou farinha lactea,0.7982026241687137,accuracy_on_full,maximize
ANNITA 500MG C/06 COMPRIMIDOS FARMOQUIMI,outro farma,0.7982026241687137,accuracy_on_full,maximize
QUEIJO REINO LATA,queijo,0.7982026241687137,accuracy_on_full,maximize
IOG LIQ DANONE GF 1250G COCO,iogurte,0.7982026241687137,accuracy_on_full,maximize
VARICELL PHYTO CAPS BL C 30,outro farma,0.7982026241687137,accuracy_on_full,maximize
AMACIANTE VIDA MAC GLICERINA/AMENDOA,amaciante,0.7982026241687137,accuracy_on_full,maximize
HIDROCULTURA  PLANTA ORNAMENTAL PT05,plantas e sementes,0.7982026241687137,accuracy_on_full,maximize
MEL ORGANICO CASA APIS BISNAGA 340G,mel,0.7982026241687137,accuracy_on_full,maximize
AG CG DA PEDRA . 2L,agua,0.7982026241687137,accuracy_on_full,maximize
SABON JOHNSONS BABY                  80G,sabonete infantil,0.7982026241687137,accuracy_on_full,maximize
CHA ABACAXI HORT GELADO LEAO 25G,cha por infusao,0.7982026241687137,accuracy_on_full,maximize
CAFE SOLUVEL PILAO SACHE 50G,cafe,0.7982026241687137,accuracy_on_full,maximize
COENTRO/CEBOLINHA SP,coentro,0.7982026241687137,accuracy_on_full,maximize
TOALHA UMEDEC JOHNSONS BABY RN      C/48,lenco umedecido,0.7982026241687137,accuracy_on_full,maximize
BEB BASE SOJA SUCO DE UVA MUPY 200ML,bebida de soja,0.7982026241687137,accuracy_on_full,maximize
LIMPADOR PERFUM ATIV NORDEST LAVANDA,multiuso,0.7982026241687137,accuracy_on_full,maximize
LEITE PO INTEGRAL INST LEITBOM PC 800G,leite em po,0.7982026241687137,accuracy_on_full,maximize
CR LTE NESTLE LATA 300G,creme de leite,0.7982026241687137,accuracy_on_full,maximize
BROCOLIS HIBRIDO 300,brocolis,0.7982026241687137,accuracy_on_full,maximize
TEMPERO PIMENTA NATUERVAS 15G,tempero pronto,0.7982026241687137,accuracy_on_full,maximize
SUCO INT CAMPO LARGO TB 900M LARANJA,suco pronto,0.7982026241687137,accuracy_on_full,maximize
"GOMA MASCAR TRIDENT 26.6g, BLUEB",goma de mascar,0.7982026241687137,accuracy_on_full,maximize
"KETCHUP KISABOR 1. VERMEL 1,01L",ketchup,0.7982026241687137,accuracy_on_full,maximize
"CHOC LACTA 165g, DIAM NEGRO",chocolate,0.7982026241687137,accuracy_on_full,maximize
HASTES FLEXIVEIS COTONETES      CX C/150,haste flexivel,0.7982026241687137,accuracy_on_full,maximize
LAVA ROUPA OMO P/DIL LAV PERF REF 500ml,lava roupas,0.7982026241687137,accuracy_on_full,maximize
VINAGRE CASTELO 750ML-FR ALCOOL COLORIDO,vinagre,0.7982026241687137,accuracy_on_full,maximize
"SABAO PO ALA BAG 1Kg, CUIDADO DO COCO",lava roupas,0.7982026241687137,accuracy_on_full,maximize
MINI COOK STA EDW 90G,biscoito,0.7982026241687137,accuracy_on_full,maximize
CERVEJA BRAHMA EXTRA 355ML-LN LAGER,cerveja,0.7982026241687137,accuracy_on_full,maximize
APRESUNTADO PERDIGAO RETANGULAR PEC KG,apresuntado,0.7982026241687137,accuracy_on_full,maximize
BACON C LOMBO PRIETO,carne suina,0.7982026241687137,accuracy_on_full,maximize
DESOD AERO GIOVANNA BABY ZERO BLUE 150ML,desodorante,0.7982026241687137,accuracy_on_full,maximize
"ALIM INF NESTLE 170G, CNE/MAC/LEG, .",alimento pronto de bebe,0.7982026241687137,accuracy_on_full,maximize
FLANAX 275MG C 08 CP BAYER,outro farma,0.7982026241687137,accuracy_on_full,maximize
IOG DESN DANONINHO BANA E MACA 600G 6 UN,iogurte,0.7982026241687137,accuracy_on_full,maximize
MANTEIGA PREZUNIC TABLET C/SAL 200g,manteiga,0.7982026241687137,accuracy_on_full,maximize
MASSA PASTEL RL MASSA LEVE 1KG,massa fresca,0.7982026241687137,accuracy_on_full,maximize
PETIT  DANONINHO ICE SQUEEZE TUT FRU 70G,iogurte,0.7982026241687137,accuracy_on_full,maximize
"FIO DENT JOHNS 50M UN, MENTA, .",fio dental,0.7982026241687137,accuracy_on_full,maximize
"DROPS FREEGELLS C/12 27g, CEREJA",bala,0.7982026241687137,accuracy_on_full,maximize
FDA DESC HUGGIES SUPREME ROUP HP XG 48UN,fralda,0.7982026241687137,accuracy_on_full,maximize
FDA DESC HUGGIES SUPREME ROUP MG G 30UN,fralda,0.7982026241687137,accuracy_on_full,maximize
POLPA FRU TAMARINDO BRASFRUT 100G,polpa de fruta congelada,0.7982026241687137,accuracy_on_full,maximize
BEB LACT WHEY Z LAC PIRACAN BAT DC 250ML,bebida lactea,0.7982026241687137,accuracy_on_full,maximize
QJ MANTE SAB TE KG TERRA KG,queijo,0.7982026241687137,accuracy_on_full,maximize
DESOD AERO GIO BABY CHERRY 150ML,desodorante,0.7982026241687137,accuracy_on_full,maximize
MARGARINA ORIG C SAL BECEL PT 250G,margarina,0.7982026241687137,accuracy_on_full,maximize
MAC DE CECCO 500G N2 33 FETTUCCINE,macarrao,0.7982026241687137,accuracy_on_full,maximize
CR PENT COMPRIDOS FORTES NIELY 250G,creme para pentear,0.7982026241687137,accuracy_on_full,maximize
PNEU DIRECTION TOURING 175/65 R14,automotivo,0.7982026241687137,accuracy_on_full,maximize
PE MOLEQ QUERO MAIS 100G,outro doce,0.7982026241687137,accuracy_on_full,maximize
"CHOC NESTLE LTE, GALAK 25G, .",chocolate,0.7982026241687137,accuracy_on_full,maximize
AMAC CONC DOWNY NAT COCO MENTA 900ML,amaciante,0.7982026241687137,accuracy_on_full,maximize
CHULET BOV PD RF KG,carne bovina,0.7982026241687137,accuracy_on_full,maximize
PILHA DURACELL ALC AA4 B4 CT 4 UN,pilha,0.7982026241687137,accuracy_on_full,maximize
"CHOC NESTLE LTE, CLASSIC 25G, .",chocolate,0.7982026241687137,accuracy_on_full,maximize
"MUMU KIDS CHOCOLATE 4X374,4G",outro doce,0.7982026241687137,accuracy_on_full,maximize
COCA COLA ORIGINAL 2L,refrigerante,0.7982026241687137,accuracy_on_full,maximize
/FILE PEITO DE FRANGO KG,carne de ave,0.7982026241687137,accuracy_on_full,maximize
MAS OVOS NINHO ISAB 500G,macarrao,0.7982026241687137,accuracy_on_full,maximize
E MATE REI C ACUC VE TRADIC 1KG,erva mate,0.7982026241687137,accuracy_on_full,maximize
"SH PALMOLIVE NAT 350ML, NEUTRO, .",shampoo,0.7982026241687137,accuracy_on_full,maximize
QA BEBIDA LACTEA GRAVIOLA 1.25KG,iogurte,0.7982026241687137,accuracy_on_full,maximize
BISC RECH OREO 90G CHOC,biscoito,0.7982026241687137,accuracy_on_full,maximize
G NITAZOXANIDA 500MG C/6 COMP ALTHAIA,outro farma,0.7982026241687137,accuracy_on_full,maximize
CUSCUZ DE MILHO SINHA 500G,floco de milho,0.7982026241687137,accuracy_on_full,maximize
